deflection,time
13.2,1606147074.737245
13.2,1606147080.567245
13.2,1606147086.769245
13.2,1606147092.598245
13.2,1606147098.706245
13.2,1606147104.771245
13.2,1606147104.771245
13.2,1606147104.771245
13.2,1606147104.771245
13.2,1606147110.602245
13.2,1606147116.768245
13.2,1606147122.602245
13.2,1606147128.661245
13.2,1606147134.590245
13.2,1606147140.632245
13.2,1606147146.735245
13.2,1606147152.572245
13.2,1606147158.771245
13.2,1606147164.684245
13.2,1606147170.721245
13.2,1606147176.768245
13.2,1606147182.586245
13.1,1606147188.573245
13.2,1606147194.729245
13.2,1606147200.751245
13.2,1606147206.573245
13.2,1606147212.666245
13.2,1606147218.554245
13.2,1606147224.712245
13.1,1606147230.590245
13.2,1606147236.637245
13.2,1606147236.637245
13.2,1606147236.637245
13.2,1606147236.637245
13.2,1606147242.686245
13.2,1606147248.749245
13.2,1606147254.590245
13.2,1606147260.707245
13.2,1606147266.753245
13.2,1606147272.665245
13.2,1606147278.581245
13.2,1606147284.626245
13.2,1606147290.668245
13.1,1606147296.761245
13.2,1606147302.597245
13.2,1606147308.766245
13.2,1606147314.604245
13.2,1606147320.665245
13.2,1606147326.683245
13.2,1606147332.571245
13.2,1606147338.623245
13.1,1606147344.727245
13.1,1606147344.727245
13.1,1606147344.727245
13.1,1606147344.727245
13.2,1606147350.617245
13.2,1606147356.666245
13.2,1606147362.711245
13.2,1606147368.763245
13.2,1606147374.591245
13.2,1606147380.700245
13.2,1606147386.751245
13.2,1606147392.647245
13.2,1606147398.696245
13.2,1606147404.851245
13.2,1606147411.187245
13.2,1606147416.793245
13.2,1606147422.593245
13.2,1606147428.639245
13.2,1606147434.729245
13.2,1606147440.767245
13.2,1606147446.590245
13.1,1606147452.691245
13.2,1606147458.746245
13.2,1606147464.587245
13.2,1606147470.690245
13.2,1606147476.596245
13.2,1606147482.693245
13.2,1606147488.591245
13.2,1606147494.655245
13.2,1606147500.716245
13.2,1606147506.556245
13.2,1606147512.664245
13.2,1606147518.554245
13.2,1606147524.663245
13.2,1606147530.610245
13.2,1606147536.666245
13.2,1606147542.599245
13.2,1606147548.710245
13.2,1606147554.578245
13.2,1606147560.635245
13.2,1606147566.751245
13.2,1606147566.751245
13.2,1606147566.751245
13.2,1606147566.751245
13.2,1606147572.651245
13.2,1606147578.704245
13.2,1606147584.571245
13.2,1606147590.618245
13.2,1606147596.652245
13.2,1606147602.658245
13.2,1606147608.607245
13.1,1606147614.658245
13.2,1606147620.773245
13.2,1606147626.613245
13.2,1606147632.673245
13.2,1606147638.742245
13.2,1606147644.630245
13.2,1606147650.623245
13.2,1606147656.717245
13.2,1606147662.575245
13.2,1606147662.575245
13.2,1606147662.575245
13.2,1606147662.575245
13.1,1606147668.737245
13.2,1606147674.572245
13.2,1606147680.634245
13.2,1606147686.647245
13.2,1606147692.693245
13.1,1606147698.748245
13.2,1606147704.731245
13.2,1606147710.554245
13.2,1606147716.597245
13.2,1606147722.703245
13.1,1606147728.761245
13.2,1606147734.689245
13.2,1606147740.752245
13.2,1606147746.608245
13.2,1606147752.596245
13.2,1606147758.641245
13.1,1606147764.712245
13.2,1606147770.771245
13.2,1606147776.577245
13.2,1606147782.640245
13.2,1606147788.640245
13.2,1606147794.693245
13.2,1606147800.619245
13.2,1606147806.615245
13.2,1606147812.667245
13.2,1606147818.733245
13.2,1606147824.624245
13.2,1606147830.689245
13.2,1606147836.745245
13.2,1606147842.632245
13.2,1606147848.679245
13.2,1606147854.723245
13.2,1606147860.552245
13.2,1606147866.562245
13.2,1606147872.671245
13.2,1606147878.739245
13.2,1606147884.681245
13.2,1606147890.782245
13.2,1606147896.596245
13.2,1606147902.655245
13.2,1606147908.716245
13.2,1606147914.770245
13.2,1606147920.649245
13.2,1606147926.594245
13.2,1606147932.578245
13.2,1606147938.646245
13.2,1606147944.696245
13.2,1606147944.696245
13.2,1606147944.696245
13.2,1606147944.696245
13.2,1606147950.633245
13.2,1606147956.704245
13.2,1606147962.766245
13.2,1606147968.693245
13.2,1606147974.749245
13.2,1606147980.884245
13.2,1606147986.672245
13.2,1606147992.770245
13.2,1606147998.566245
13.2,1606148004.612245
13.2,1606148010.677245
13.2,1606148016.560245
13.2,1606148022.618245
13.2,1606148028.553245
13.2,1606148034.613245
13.2,1606148040.663245
13.2,1606148046.555245
13.2,1606148052.669245
13.2,1606148058.713245
13.2,1606148064.758245
13.2,1606148070.593245
13.2,1606148076.653245
13.2,1606148082.603245
13.2,1606148088.648245
13.2,1606148094.752245
13.2,1606148100.573245
13.2,1606148112.663245
13.2,1606148118.710245
13.2,1606148124.581245
13.2,1606148130.631245
13.2,1606148137.017245
13.2,1606148142.598245
13.2,1606148148.707245
13.2,1606148154.589245
13.2,1606148160.653245
13.2,1606148160.653245
13.2,1606148160.653245
13.2,1606148160.653245
13.2,1606148166.682245
13.2,1606148172.568245
13.2,1606148178.663245
13.2,1606148184.708245
13.2,1606148190.760245
13.2,1606148196.592245
13.2,1606148202.706245
13.2,1606148208.645245
13.2,1606148214.750245
13.2,1606148220.565245
13.2,1606148226.604245
13.2,1606148232.663245
13.2,1606148238.725245
13.2,1606148244.568245
13.2,1606148250.761245
13.2,1606148256.641245
13.2,1606148262.976245
13.2,1606148268.553245
13.2,1606148274.611245
13.2,1606148280.746245
13.2,1606148286.586245
13.2,1606148292.646245
13.1,1606148298.707245
13.2,1606148304.606245
13.2,1606148310.659245
13.2,1606148316.733245
13.2,1606148322.719245
13.2,1606148328.566245
13.2,1606148334.705245
13.2,1606148340.587245
13.2,1606148346.690245
13.2,1606148352.723245
13.2,1606148358.768245
13.2,1606148364.606245
13.2,1606148370.767245
13.2,1606148376.877245
13.2,1606148382.983245
13.2,1606148388.551245
13.2,1606148394.593245
13.2,1606148400.647245
13.2,1606148406.708245
13.1,1606148412.598245
13.2,1606148418.611245
13.2,1606148424.769245
13.1,1606148430.603245
13.2,1606148436.666245
13.2,1606148442.567245
13.2,1606148448.620245
13.2,1606148454.739245
13.2,1606148460.627245
13.2,1606148466.559245
13.2,1606148472.676245
13.2,1606148478.916245
13.2,1606148485.257245
13.2,1606148490.617245
13.2,1606148496.676245
13.2,1606148502.562245
13.2,1606148508.662245
13.2,1606148514.721245
13.2,1606148520.762245
13.2,1606148526.589245
13.2,1606148532.646245
13.2,1606148538.701245
13.2,1606148544.590245
13.2,1606148550.648245
13.2,1606148556.764245
13.2,1606148562.554245
13.2,1606148568.708245
13.2,1606148574.605245
13.2,1606148580.723245
13.2,1606148586.710245
13.2,1606148592.760245
13.2,1606148598.585245
13.2,1606148604.641245
13.2,1606148611.018245
13.2,1606148616.603245
13.2,1606148622.663245
13.2,1606148628.725245
13.2,1606148634.617245
13.2,1606148640.736245
13.2,1606148640.736245
13.2,1606148640.736245
13.2,1606148640.736245
13.2,1606148646.566245
13.2,1606148652.663245
13.2,1606148658.713245
13.2,1606148664.654245
13.2,1606148670.723245
13.2,1606148676.733245
13.2,1606148682.561245
13.2,1606148688.620245
13.2,1606148694.665245
13.2,1606148700.721245
13.2,1606148706.574245
13.2,1606148712.609245
13.2,1606148718.661245
13.2,1606148724.569245
13.2,1606148730.684245
13.2,1606148736.621245
13.2,1606148742.724245
13.2,1606148748.616245
13.2,1606148754.594245
13.2,1606148760.716245
13.2,1606148760.716245
13.2,1606148766.553245
13.2,1606148772.710245
13.2,1606148778.758245
13.2,1606148784.585245
13.2,1606148790.638245
13.2,1606148796.693245
13.2,1606148802.684245
13.2,1606148808.732245
13.2,1606148814.573245
13.2,1606148820.692245
13.2,1606148826.742245
13.2,1606148832.566245
13.2,1606148838.608245
13.2,1606148844.949245
13.2,1606148850.776245
13.2,1606148856.685245
13.2,1606148862.608245
13.2,1606148868.666245
13.2,1606148874.659245
13.2,1606148880.717245
13.1,1606148886.609245
13.1,1606148892.623245
13.2,1606148898.671245
13.2,1606148904.716245
13.2,1606148910.764245
13.2,1606148916.752245
13.2,1606148922.733245
13.2,1606148928.627245
13.2,1606148934.641245
13.2,1606148940.748245
13.2,1606148946.567245
13.2,1606148952.722245
13.2,1606148958.557245
13.2,1606148964.681245
13.2,1606148970.732245
13.2,1606148976.743245
13.2,1606148982.682245
13.2,1606148994.689245
13.2,1606149000.738245
13.2,1606149006.579245
13.2,1606149012.634245
13.2,1606149018.688245
13.2,1606149024.730245
13.2,1606149030.555245
13.2,1606149036.758245
13.2,1606149036.758245
13.2,1606149036.758245
13.2,1606149036.758245
13.2,1606149042.584245
13.2,1606149048.645245
13.2,1606149054.703245
13.2,1606149060.558245
13.2,1606149066.617245
13.2,1606149072.725245
13.2,1606149072.725245
13.2,1606149072.725245
13.2,1606149072.725245
13.2,1606149078.571245
13.2,1606149084.622245
13.2,1606149090.678245
13.2,1606149096.736245
13.2,1606149102.566245
13.2,1606149108.556245
13.2,1606149114.658245
13.2,1606149120.747245
13.2,1606149120.747245
13.2,1606149120.747245
13.2,1606149120.747245
13.2,1606149126.576245
13.2,1606149132.720245
13.2,1606149138.756245
13.2,1606149144.579245
13.2,1606149150.638245
13.2,1606149150.638245
13.2,1606149150.638245
13.2,1606149150.638245
13.2,1606149156.575245
13.2,1606149162.691245
13.2,1606149168.733245
13.2,1606149174.672245
13.2,1606149180.558245
13.2,1606149186.894245
13.2,1606149192.572245
13.2,1606149198.639245
13.2,1606149204.693245
13.2,1606149210.590245
13.2,1606149216.701245
13.2,1606149222.710245
13.2,1606149228.760245
13.2,1606149234.585245
13.2,1606149240.639245
13.2,1606149246.754245
13.2,1606149252.600245
13.2,1606149258.694245
13.2,1606149258.694245
13.2,1606149258.694245
13.2,1606149258.694245
13.2,1606149264.635245
13.2,1606149270.681245
13.2,1606149276.722245
13.2,1606149282.550245
13.2,1606149288.655245
13.2,1606149294.761245
13.2,1606149300.583245
13.2,1606149306.750245
13.2,1606149312.592245
13.2,1606149318.744245
13.2,1606149324.599245
13.2,1606149330.710245
13.2,1606149336.596245
13.2,1606149342.620245
13.2,1606149348.556245
13.1,1606149354.610245
13.1,1606149354.610245
13.1,1606149354.610245
13.1,1606149354.610245
13.2,1606149360.716245
13.2,1606149366.632245
13.2,1606149372.676245
13.2,1606149378.732245
13.2,1606149384.570245
13.2,1606149390.687245
13.2,1606149396.758245
13.2,1606149402.692245
13.2,1606149408.763245
13.2,1606149414.641245
13.2,1606149420.792245
13.2,1606149426.584245
13.2,1606149432.630245
13.2,1606149438.738245
13.2,1606149444.571245
13.2,1606149450.676245
13.2,1606149456.609245
13.2,1606149462.670245
13.2,1606149468.732245
13.2,1606149474.579245
13.2,1606149480.653245
13.2,1606149486.713245
13.2,1606149492.649245
13.2,1606149498.699245
13.2,1606149504.644245
13.2,1606149510.627245
13.2,1606149516.791245
13.2,1606149522.620245
13.2,1606149522.620245
13.2,1606149522.620245
13.2,1606149522.620245
13.2,1606149528.831245
13.2,1606149534.654245
13.2,1606149540.757245
13.2,1606149546.560245
13.2,1606149552.609245
13.2,1606149558.716245
13.2,1606149564.766245
13.2,1606149570.593245
13.2,1606149576.638245
13.2,1606149582.692245
13.2,1606149588.747245
13.2,1606149594.574245
13.2,1606149600.564245
13.2,1606149606.618245
13.2,1606149612.677245
13.2,1606149618.608245
13.2,1606149624.656245
13.2,1606149630.631245
13.1,1606149636.741245
13.2,1606149642.616245
13.2,1606149648.738245
13.2,1606149654.560245
13.2,1606149660.670245
13.2,1606149666.840245
13.2,1606149672.663245
13.2,1606149672.663245
13.2,1606149678.566245
13.2,1606149684.615245
13.2,1606149690.662245
13.2,1606149696.715245
13.2,1606149702.767245
13.2,1606149708.702245
13.2,1606149714.591245
13.2,1606149720.649245
13.2,1606149726.694245
13.2,1606149732.572245
13.2,1606149738.629245
13.1,1606149744.571245
13.2,1606149750.679245
13.2,1606149756.610245
13.2,1606149762.719245
13.2,1606149768.664245
13.2,1606149774.707245
13.2,1606149780.751245
13.2,1606149786.579245
13.2,1606149792.676245
13.2,1606149798.692245
13.2,1606149804.708245
13.2,1606149810.759245
13.2,1606149816.635245
13.2,1606149822.758245
13.2,1606149828.595245
13.2,1606149834.706245
13.2,1606149840.549245
13.2,1606149846.574245
13.2,1606149852.570245
13.2,1606149858.619245
13.2,1606149864.678245
13.2,1606149870.655245
13.2,1606149876.758245
13.2,1606149882.597245
13.2,1606149888.650245
13.2,1606149894.760245
13.2,1606149900.602245
13.2,1606149906.969245
13.2,1606149912.661245
13.2,1606149918.711245
13.2,1606149924.606245
13.2,1606149930.647245
13.2,1606149936.693245
13.2,1606149942.567245
13.2,1606149948.621245
13.2,1606149954.722245
13.2,1606149960.689245
13.2,1606149966.751245
13.2,1606149972.586245
13.2,1606149978.747245
13.2,1606149984.581245
13.2,1606149990.643245
13.2,1606149996.679245
13.2,1606150002.727245
13.2,1606150008.671245
13.2,1606150014.725245
13.2,1606150021.026245
13.2,1606150026.629245
13.2,1606150032.963245
13.2,1606150038.645245
13.2,1606150044.714245
13.2,1606150050.593245
13.2,1606150056.658245
13.2,1606150062.654245
13.2,1606150068.699245
13.2,1606150074.755245
13.2,1606150080.737245
13.2,1606150086.575245
13.2,1606150092.629245
13.2,1606150098.685245
13.2,1606150104.713245
13.2,1606150110.550245
13.2,1606150116.603245
13.2,1606150122.764245
13.2,1606150128.600245
13.2,1606150134.944245
13.2,1606150140.550245
13.2,1606150146.934245
13.2,1606150153.046245
13.2,1606150158.628245
13.2,1606150164.741245
13.2,1606150170.585245
13.2,1606150176.745245
13.2,1606150182.584245
13.2,1606150188.693245
13.2,1606150194.580245
13.2,1606150200.693245
13.2,1606150206.577245
13.2,1606150212.643245
13.2,1606150218.705245
13.2,1606150224.767245
13.2,1606150230.709245
13.2,1606150236.546245
13.2,1606150242.609245
13.2,1606150248.670245
13.2,1606150254.726245
13.2,1606150260.569245
13.2,1606150266.630245
13.2,1606150272.885245
13.2,1606150278.729245
13.2,1606150284.792245
13.2,1606150290.599245
13.2,1606150296.646245
13.2,1606150302.628245
13.2,1606150308.732245
13.2,1606150314.623245
13.2,1606150320.681245
13.2,1606150326.614245
13.2,1606150332.735245
13.2,1606150338.570245
13.2,1606150344.628245
13.2,1606150350.699245
13.1,1606150356.763245
13.2,1606150368.661245
13.2,1606150374.550245
13.2,1606150380.608245
13.2,1606150386.675245
13.2,1606150392.578245
13.2,1606150398.634245
13.2,1606150404.575245
13.2,1606150410.635245
13.2,1606150416.792245
13.1,1606150422.594245
13.2,1606150428.649245
13.2,1606150434.760245
13.2,1606150440.646245
13.2,1606150446.705245
13.2,1606150452.550245
13.2,1606150458.609245
13.2,1606150464.600245
13.2,1606150470.652245
13.2,1606150476.716245
13.2,1606150482.606245
13.2,1606150488.663245
13.2,1606150494.553245
13.2,1606150500.708245
13.2,1606150506.545245
13.2,1606150512.665245
13.2,1606150518.721245
13.2,1606150524.557245
13.2,1606150530.712245
13.1,1606150536.706245
13.2,1606150542.770245
13.2,1606150548.573245
13.2,1606150554.634245
13.2,1606150560.743245
13.2,1606150566.644245
13.2,1606150572.706245
13.2,1606150578.592245
13.2,1606150584.711245
13.2,1606150590.652245
13.1,1606150596.704245
13.2,1606150602.549245
13.2,1606150608.609245
13.2,1606150614.719245
13.2,1606150620.613245
13.2,1606150626.669245
13.2,1606150632.718245
13.2,1606150638.764245
13.2,1606150644.604245
13.2,1606150644.604245
13.2,1606150644.604245
13.2,1606150644.604245
13.2,1606150650.713245
13.2,1606150656.552245
13.2,1606150662.617245
13.2,1606150668.779245
13.2,1606150674.619245
13.2,1606150680.717245
13.2,1606150687.009245
13.2,1606150692.598245
13.2,1606150698.709245
13.2,1606150704.764245
13.2,1606150710.659245
13.2,1606150716.711245
13.2,1606150722.593245
13.2,1606150728.646245
13.2,1606150734.626245
13.2,1606150740.680245
13.2,1606150746.618245
13.2,1606150746.618245
13.2,1606150746.618245
13.2,1606150746.618245
13.2,1606150752.675245
13.2,1606150758.568245
13.2,1606150764.725245
13.2,1606150770.557245
13.2,1606150776.605245
13.2,1606150782.716245
13.2,1606150788.602245
13.2,1606150794.573245
13.2,1606150800.861245
13.2,1606150800.861245
13.2,1606150806.971245
13.2,1606150812.553245
13.2,1606150818.604245
13.2,1606150824.665245
13.2,1606150830.599245
13.2,1606150836.664245
13.2,1606150842.605245
13.2,1606150848.668245
13.2,1606150854.729245
13.2,1606150860.568245
13.2,1606150866.618245
13.2,1606150872.687245
13.2,1606150878.579245
13.2,1606150884.640245
13.2,1606150890.580245
13.2,1606150896.634245
13.2,1606150896.634245
13.2,1606150896.634245
13.2,1606150896.634245
13.2,1606150902.575245
13.2,1606150908.629245
13.2,1606150914.684245
13.2,1606150920.721245
13.2,1606150920.721245
13.2,1606150920.721245
13.2,1606150920.721245
13.2,1606150926.781245
13.2,1606150932.656245
13.2,1606150939.040245
13.2,1606150944.632245
13.2,1606150950.598245
13.2,1606150956.642245
13.2,1606150962.689245
13.2,1606150968.673245
13.2,1606150974.609245
13.2,1606150980.668245
13.2,1606150986.734245
13.2,1606150992.574245
13.2,1606150998.732245
13.2,1606151004.572245
13.2,1606151010.628245
13.2,1606151016.694245
13.2,1606151022.763245
13.2,1606151028.700245
13.2,1606151034.588245
13.2,1606151040.745245
13.2,1606151046.576245
13.2,1606151052.628245
13.2,1606151058.683245
13.2,1606151064.635245
13.2,1606151070.607245
13.2,1606151076.665245
13.2,1606151082.552245
13.2,1606151088.659245
13.2,1606151094.705245
13.2,1606151100.756245
13.2,1606151106.579245
13.2,1606151112.736245
13.2,1606151118.572245
13.2,1606151124.630245
13.2,1606151130.702245
13.2,1606151130.702245
13.2,1606151130.702245
13.2,1606151130.702245
13.2,1606151136.764245
13.2,1606151142.738245
13.2,1606151148.628245
13.2,1606151154.678245
13.2,1606151160.622245
13.2,1606151166.729245
13.2,1606151172.789245
13.2,1606151178.646245
13.2,1606151184.756245
13.2,1606151190.744245
13.2,1606151196.578245
13.2,1606151202.630245
13.2,1606151208.689245
13.2,1606151214.764245
13.2,1606151220.596245
13.2,1606151226.695245
13.2,1606151232.746245
13.2,1606151238.581245
13.2,1606151244.638245
13.2,1606151250.700245
13.2,1606151256.757245
13.2,1606151262.557245
13.2,1606151268.613245
13.2,1606151274.674245
13.2,1606151280.547245
13.2,1606151286.606245
13.2,1606151292.661245
13.2,1606151298.813245
13.2,1606151304.656245
13.2,1606151311.315245
13.2,1606151316.658245
13.2,1606151322.691245
13.2,1606151328.636245
13.2,1606151334.692245
13.2,1606151340.745245
13.2,1606151340.745245
13.2,1606151340.745245
13.2,1606151340.745245
13.2,1606151346.675245
13.2,1606151352.569245
13.2,1606151358.617245
13.2,1606151364.664245
13.2,1606151370.762245
13.2,1606151376.592245
13.2,1606151382.750245
13.2,1606151388.582245
13.2,1606151394.641245
13.2,1606151400.749245
13.2,1606151406.636245
13.2,1606151412.663245
13.2,1606151418.579245
13.2,1606151424.634245
13.2,1606151430.760245
13.2,1606151436.584245
13.2,1606151442.648245
13.2,1606151448.625245
13.2,1606151454.690245
13.2,1606151460.751245
13.2,1606151466.591245
13.2,1606151472.654245
13.2,1606151478.709245
13.2,1606151484.557245
13.2,1606151490.662245
13.2,1606151496.717245
13.2,1606151502.605245
13.2,1606151508.628245
13.2,1606151514.742245
13.2,1606151520.575245
13.2,1606151526.644245
13.2,1606151538.924245
13.2,1606151538.924245
13.2,1606151538.924245
13.2,1606151544.754245
13.2,1606151550.612245
13.2,1606151556.662245
13.2,1606151562.764245
13.2,1606151568.597245
13.2,1606151574.759245
13.2,1606151580.588245
13.2,1606151586.630245
13.2,1606151592.682245
13.2,1606151598.731245
13.2,1606151604.612245
13.2,1606151610.678245
13.2,1606151616.718245
13.2,1606151622.763245
13.2,1606151628.601245
13.1,1606151634.668245
13.1,1606151634.668245
13.1,1606151634.668245
13.1,1606151634.668245
13.2,1606151640.730245
13.2,1606151646.616245
13.2,1606151652.618245
13.2,1606151658.600245
13.2,1606151664.648245
13.2,1606151670.702245
13.2,1606151676.753245
13.2,1606151682.580245
13.2,1606151688.629245
13.2,1606151694.580245
13.2,1606151700.631245
13.2,1606151706.679245
13.2,1606151712.719245
13.2,1606151718.551245
13.2,1606151724.699245
13.2,1606151730.750245
13.2,1606151736.745245
13.2,1606151742.620245
13.2,1606151748.690245
13.2,1606151754.755245
13.2,1606151760.576245
13.2,1606151766.627245
13.2,1606151772.680245
13.2,1606151778.569245
13.2,1606151784.677245
13.2,1606151790.732245
13.2,1606151796.678245
13.2,1606151802.733245
13.2,1606151808.622245
13.2,1606151814.675245
13.2,1606151820.885245
13.2,1606151826.995245
13.2,1606151832.678245
13.2,1606151838.610245
13.2,1606151844.724245
13.2,1606151850.666245
13.2,1606151856.722245
13.2,1606151862.745245
13.2,1606151868.631245
13.2,1606151874.741245
13.2,1606151880.633245
13.2,1606151886.571245
13.2,1606151892.624245
13.2,1606151898.568245
13.2,1606151904.620245
13.2,1606151910.689245
13.2,1606151916.621245
13.2,1606151922.625245
13.2,1606151928.679245
13.2,1606151934.743245
13.2,1606151940.634245
13.2,1606151946.562245
13.2,1606151952.610245
13.2,1606151958.665245
13.2,1606151964.722245
13.2,1606151970.702245
13.2,1606151976.687245
13.2,1606151982.573245
13.2,1606151988.557245
13.2,1606151994.605245
13.2,1606152000.655245
13.2,1606152006.706245
13.2,1606152012.764245
13.2,1606152018.601245
13.2,1606152024.816245
13.2,1606152030.643245
13.2,1606152036.707245
13.2,1606152042.559245
13.2,1606152042.559245
13.2,1606152048.723245
13.1,1606152054.660245
13.2,1606152060.736245
13.2,1606152066.566245
13.2,1606152072.674245
13.2,1606152078.725245
13.2,1606152084.658245
13.2,1606152090.731245
13.2,1606152096.566245
13.2,1606152102.626245
13.2,1606152108.749245
13.2,1606152114.578245
13.2,1606152120.634245
13.2,1606152126.695245
13.2,1606152132.625245
13.2,1606152138.688245
13.2,1606152144.757245
13.2,1606152150.556245
13.2,1606152156.755245
13.2,1606152162.591245
13.2,1606152168.648245
13.2,1606152174.711245
13.2,1606152180.648245
13.2,1606152186.590245
13.2,1606152192.653245
13.2,1606152198.761245
13.1,1606152204.652245
13.2,1606152210.638245
13.2,1606152216.700245
13.2,1606152222.640245
13.2,1606152228.745245
13.2,1606152234.570245
13.2,1606152240.619245
13.2,1606152246.765245
13.2,1606152252.928245
13.2,1606152258.764245
13.2,1606152264.564245
13.2,1606152270.628245
13.2,1606152276.753245
13.2,1606152282.588245
13.2,1606152288.638245
13.2,1606152294.687245
13.2,1606152300.738245
13.2,1606152306.628245
13.2,1606152312.696245
13.2,1606152318.586245
13.2,1606152324.680245
13.2,1606152330.723245
13.2,1606152336.612245
13.2,1606152342.545245
13.2,1606152348.700245
13.2,1606152354.588245
13.2,1606152360.701245
13.2,1606152366.761245
13.2,1606152372.592245
13.2,1606152372.592245
13.2,1606152372.592245
13.2,1606152372.592245
13.2,1606152378.838245
13.2,1606152384.954245
13.2,1606152390.589245
13.2,1606152396.643245
13.2,1606152402.705245
13.2,1606152408.635245
13.2,1606152414.697245
13.2,1606152420.734245
13.2,1606152426.567245
13.2,1606152432.685245
13.2,1606152438.762245
13.2,1606152444.592245
13.2,1606152450.658245
13.2,1606152456.701245
13.2,1606152462.585245
13.2,1606152468.629245
13.2,1606152474.735245
13.2,1606152480.553245
13.2,1606152486.651245
13.2,1606152486.651245
13.2,1606152486.651245
13.2,1606152486.651245
13.2,1606152492.698245
13.2,1606152498.740245
13.2,1606152504.681245
13.2,1606152510.574245
13.2,1606152516.559245
13.2,1606152522.681245
13.2,1606152528.664245
13.1,1606152534.716245
13.2,1606152540.544245
13.2,1606152546.650245
13.2,1606152552.755245
13.2,1606152558.696245
13.2,1606152564.578245
13.2,1606152570.750245
13.2,1606152576.684245
13.2,1606152582.727245
13.2,1606152588.557245
13.2,1606152594.609245
13.2,1606152600.660245
13.2,1606152606.699245
13.2,1606152612.744245
13.2,1606152618.571245
13.2,1606152624.636245
13.2,1606152630.747245
13.2,1606152636.566245
13.2,1606152642.612245
13.2,1606152648.667245
13.2,1606152654.726245
13.2,1606152661.336245
13.2,1606152666.689245
13.2,1606152672.742245
13.2,1606152678.584245
13.2,1606152684.656245
13.2,1606152690.763245
13.2,1606152696.597245
13.2,1606152702.640245
13.2,1606152708.693245
13.2,1606152714.744245
13.2,1606152720.572245
13.2,1606152726.631245
13.2,1606152732.672245
13.2,1606152738.732245
13.2,1606152744.576245
13.2,1606152750.677245
13.2,1606152756.565245
13.2,1606152762.715245
13.2,1606152762.715245
13.2,1606152762.715245
13.2,1606152762.715245
13.2,1606152768.754245
13.2,1606152774.592245
13.2,1606152780.668245
13.2,1606152786.563245
13.2,1606152786.563245
13.2,1606152786.563245
13.2,1606152786.563245
13.2,1606152792.618245
13.2,1606152798.677245
13.2,1606152804.734245
13.2,1606152810.574245
13.2,1606152816.724245
13.2,1606152822.584245
13.2,1606152828.636245
13.2,1606152834.751245
13.2,1606152840.694245
13.2,1606152846.591245
13.2,1606152852.556245
13.2,1606152858.672245
13.2,1606152864.614245
13.2,1606152870.672245
13.2,1606152876.731245
13.2,1606152882.556245
13.2,1606152888.595245
13.2,1606152894.746245
13.2,1606152900.676245
13.2,1606152906.744245
13.2,1606152912.693245
13.2,1606152918.757245
13.2,1606152924.569245
13.2,1606152930.631245
13.2,1606152936.685245
13.2,1606152942.581245
13.2,1606152948.641245
13.2,1606152954.583245
13.2,1606152960.644245
13.2,1606152966.714245
13.2,1606152972.551245
13.2,1606152978.599245
13.2,1606152984.644245
13.1,1606152990.703245
13.2,1606152996.753245
13.2,1606153002.619245
13.2,1606153008.599245
13.2,1606153014.645245
13.2,1606153020.752245
13.2,1606153026.565245
13.2,1606153032.667245
13.2,1606153038.727245
13.2,1606153044.566245
13.2,1606153050.626245
13.2,1606153056.687245
13.2,1606153062.545245
13.2,1606153068.698245
13.2,1606153074.579245
13.2,1606153080.689245
13.2,1606153086.635245
13.2,1606153092.744245
13.2,1606153098.623245
13.2,1606153104.642245
13.2,1606153110.668245
13.2,1606153116.606245
13.2,1606153122.723245
13.2,1606153128.551245
13.2,1606153134.608245
13.2,1606153140.574245
13.2,1606153146.623245
13.2,1606153152.763245
13.2,1606153158.660245
13.2,1606153164.713245
13.2,1606153170.599245
13.2,1606153176.714245
13.2,1606153182.550245
13.2,1606153188.663245
13.2,1606153194.608245
13.2,1606153200.670245
13.2,1606153206.615245
13.2,1606153212.723245
13.2,1606153218.545245
13.2,1606153224.749245
13.2,1606153230.634245
13.2,1606153236.686245
13.2,1606153242.629245
13.2,1606153248.669245
13.2,1606153254.717245
13.2,1606153260.553245
13.2,1606153266.707245
13.2,1606153273.036245
13.2,1606153278.716245
13.2,1606153284.552245
13.2,1606153290.590245
13.2,1606153296.640245
13.2,1606153302.577245
13.2,1606153308.688245
13.2,1606153314.720245
13.2,1606153320.602245
13.2,1606153326.646245
13.2,1606153332.687245
13.2,1606153338.630245
13.2,1606153344.556245
13.2,1606153350.583245
13.2,1606153356.562245
13.2,1606153362.847245
13.2,1606153368.690245
13.2,1606153374.728245
13.2,1606153380.569245
13.2,1606153386.610245
13.2,1606153392.657245
13.2,1606153398.703245
13.2,1606153404.747245
13.2,1606153410.691245
13.2,1606153416.748245
13.2,1606153422.691245
13.2,1606153428.752245
13.2,1606153434.592245
13.2,1606153440.690245
13.2,1606153446.623245
13.2,1606153452.679245
13.2,1606153458.724245
13.2,1606153464.660245
13.2,1606153470.752245
13.2,1606153476.585245
13.2,1606153482.745245
13.2,1606153488.683245
13.2,1606153494.743245
13.2,1606153500.800245
13.2,1606153506.689245
13.2,1606153512.586245
13.2,1606153518.632245
13.2,1606153524.630245
13.2,1606153530.676245
13.2,1606153536.726245
13.2,1606153542.553245
13.2,1606153548.620245
13.2,1606153554.612245
13.2,1606153560.666245
13.2,1606153566.550245
13.2,1606153572.754245
13.2,1606153578.586245
13.2,1606153584.642245
