deflection,time
13.2,1606114100.155245
13.1,1606114100.376245
13.2,1606114105.350245
13.1,1606114107.588245
13.1,1606114112.761245
13.1,1606114118.813245
13.2,1606114124.638245
13.1,1606114129.776245
13.2,1606114134.067245
13.1,1606114138.543245
13.2,1606114140.118245
13.1,1606114141.003245
13.2,1606114142.797245
13.1,1606114143.460245
13.1,1606114148.676245
13.2,1606114154.888245
13.1,1606114160.720245
13.1,1606114166.611245
13.1,1606114172.891245
13.2,1606114179.289245
13.1,1606114184.639245
13.1,1606114190.692245
13.2,1606114196.764245
13.1,1606114198.121245
13.2,1606114202.816245
13.1,1606114208.696245
13.1,1606114214.651245
13.1,1606114220.703245
13.1,1606114226.645245
13.1,1606114232.699245
13.1,1606114238.810245
13.1,1606114244.631245
13.1,1606114250.620245
13.1,1606114256.717245
13.1,1606114262.763245
13.1,1606114268.812245
13.1,1606114274.644245
13.1,1606114280.693245
13.2,1606114286.641245
13.1,1606114286.861245
13.2,1606114287.303245
13.1,1606114287.523245
13.2,1606114288.435245
13.1,1606114289.320245
13.2,1606114291.559245
13.1,1606114291.779245
13.2,1606114292.221245
13.1,1606114293.577245
13.2,1606114294.488245
13.1,1606114295.594245
13.2,1606114299.627245
13.1,1606114301.203245
13.2,1606114303.727245
13.1,1606114303.948245
13.2,1606114304.391245
13.1,1606114306.409245
13.2,1606114306.660245
13.1,1606114310.697245
13.2,1606114311.581245
13.1,1606114312.465245
13.2,1606114313.598245
13.1,1606114314.734245
13.2,1606114316.058245
13.1,1606114316.972245
13.2,1606114317.414245
13.1,1606114318.298245
13.2,1606114318.519245
13.1,1606114319.214245
13.2,1606114320.320245
13.1,1606114320.540245
13.2,1606114320.791245
13.1,1606114326.597245
13.2,1606114326.848245
13.1,1606114327.511245
13.2,1606114327.733245
13.1,1606114327.954245
13.2,1606114330.631245
13.1,1606114330.881245
13.2,1606114336.665245
13.2,1606114342.712245
13.1,1606114342.963245
13.2,1606114343.625245
13.1,1606114343.846245
13.2,1606114344.067245
13.2,1606114349.652245
13.2,1606114355.696245
13.2,1606114361.804245
13.1,1606114367.702245
13.1,1606114373.759245
13.1,1606114379.808245
13.1,1606114385.635245
13.1,1606114391.689245
13.2,1606114398.027245
13.2,1606114403.709245
13.2,1606114409.816245
13.1,1606114415.755245
13.1,1606114421.770245
13.1,1606114427.663245
13.1,1606114433.670245
13.1,1606114439.759245
13.1,1606114445.807245
13.1,1606114451.647245
13.1,1606114457.801245
13.1,1606114463.637245
13.1,1606114469.748245
13.1,1606114475.634245
13.2,1606114481.794245
13.1,1606114487.624245
13.1,1606114493.730245
13.1,1606114499.711245
13.2,1606114505.760245
13.1,1606114511.816245
13.1,1606114517.651245
13.2,1606114523.699245
13.2,1606114529.638245
13.1,1606114535.690245
13.1,1606114541.798245
13.1,1606114547.733245
13.1,1606114553.622245
13.2,1606114559.829245
13.1,1606114565.662245
13.2,1606114571.706245
13.1,1606114577.754245
13.1,1606114583.807245
13.1,1606114589.641245
13.1,1606114595.800245
13.1,1606114601.729245
13.1,1606114607.789245
13.2,1606114613.620245
13.1,1606114619.733245
13.1,1606114625.846245
13.1,1606114631.650245
13.2,1606114637.718245
13.2,1606114643.612245
13.2,1606114649.765245
13.1,1606114655.638245
13.1,1606114661.680245
13.1,1606114667.741245
13.1,1606114673.629245
13.1,1606114679.750245
13.1,1606114685.796245
13.1,1606114691.807245
13.1,1606114697.754245
13.1,1606114703.638245
13.1,1606114709.689245
13.1,1606114715.743245
13.2,1606114721.793245
13.1,1606114727.627245
13.2,1606114733.685245
13.1,1606114739.792245
13.2,1606114745.909245
13.1,1606114751.973245
13.1,1606114757.612245
13.2,1606114763.712245
13.2,1606114769.749245
13.2,1606114775.729245
13.1,1606114781.777245
13.1,1606114787.612245
13.1,1606114793.675245
13.1,1606114799.733245
13.1,1606114805.719245
13.1,1606114811.774245
13.1,1606114817.717245
13.2,1606114823.774245
13.1,1606114829.656245
13.1,1606114835.718245
13.1,1606114841.774245
13.1,1606114847.722245
13.2,1606114853.785245
13.1,1606114859.714245
13.1,1606114865.772245
13.2,1606114871.670245
13.1,1606114877.773245
13.2,1606114883.657245
13.2,1606114889.706245
13.1,1606114895.798245
13.2,1606114901.626245
13.1,1606114907.674245
13.1,1606114913.733245
13.1,1606114919.611245
13.1,1606114925.672245
13.1,1606114931.741245
13.2,1606114937.627245
13.1,1606114943.773245
13.1,1606114949.659245
13.1,1606121277.964245
13.2,1606121279.318245
13.1,1606121283.291245
13.2,1606121284.867245
13.1,1606121285.747245
13.2,1606121288.893245
13.1,1606121289.113245
13.2,1606121290.746245
13.1,1606121292.760245
13.2,1606121296.106245
13.1,1606121297.677245
13.2,1606121316.175245
13.1,1606121317.748245
13.2,1606121318.630245
13.1,1606121322.663245
13.2,1606121325.668245
13.1,1606121325.889245
13.2,1606121329.074245
13.1,1606121329.324245
13.2,1606121329.766245
13.1,1606121331.574245
13.2,1606121332.015245
13.1,1606121332.235245
13.2,1606121332.675245
13.1,1606121333.116245
13.2,1606121335.134245
13.1,1606121340.629245
13.1,1606121346.677245
13.2,1606121348.034245
13.1,1606121348.256245
13.2,1606121349.831245
13.1,1606121350.272245
13.2,1606121352.287245
13.1,1606121357.672245
13.2,1606121358.110245
13.1,1606121358.554245
13.2,1606121361.919245
13.1,1606121367.745245
13.2,1606121368.632245
13.1,1606121370.427245
13.2,1606121371.091245
13.1,1606121372.225245
13.2,1606121372.446245
13.2,1606121378.389245
13.1,1606121383.748245
13.2,1606121385.103245
13.1,1606121386.971245
13.2,1606121387.189245
13.1,1606121389.430245
13.2,1606121389.872245
13.1,1606121394.389245
13.2,1606121395.053245
13.1,1606121395.275245
13.2,1606121396.186245
13.1,1606121397.291245
13.2,1606121399.530245
13.1,1606121400.487245
13.2,1606121401.369245
13.1,1606121402.944245
13.2,1606121406.315245
13.1,1606121407.861245
13.2,1606121408.082245
13.1,1606121408.926245
13.2,1606121410.250245
13.1,1606121411.382245
13.2,1606121412.957245
13.1,1606121413.178245
13.2,1606121415.412245
13.1,1606121416.295245
13.2,1606121417.871245
13.1,1606121419.447245
13.2,1606121420.330245
13.1,1606121420.581245
13.2,1606121423.038245
13.1,1606121425.110245
13.2,1606121427.128245
13.1,1606121427.567245
13.2,1606121428.231245
13.1,1606121429.360245
13.2,1606121430.937245
13.1,1606121431.157245
13.2,1606121436.652245
13.1,1606121442.763245
13.2,1606121448.707245
13.2,1606121454.759245
13.2,1606121460.808245
13.1,1606121466.637245
13.2,1606121468.094245
13.1,1606121468.315245
13.2,1606121471.689245
13.1,1606121472.574245
13.2,1606121473.487245
13.1,1606121474.371245
13.2,1606121475.949245
13.1,1606121476.170245
13.1,1606121481.781245
13.1,1606121488.163245
13.2,1606121493.763245
13.1,1606121499.819245
13.2,1606121502.500245
13.1,1606121504.077245
13.2,1606121504.296245
13.1,1606121504.738245
13.2,1606121504.959245
13.1,1606121509.484245
13.2,1606121510.396245
13.1,1606121510.835245
13.2,1606121513.761245
13.1,1606121514.667245
13.2,1606121515.766245
13.1,1606121516.458245
13.2,1606121518.473245
13.1,1606121523.611245
13.1,1606121529.659245
13.2,1606121535.706245
13.1,1606121541.632245
13.2,1606121545.508245
13.1,1606121547.528245
13.2,1606121552.789245
13.1,1606121556.127245
13.2,1606121558.365245
13.1,1606121558.615245
13.2,1606121562.401245
13.2,1606121567.730245
13.1,1606121573.705245
13.2,1606121578.071245
13.1,1606121580.750245
13.2,1606121583.919245
13.2,1606121589.747245
13.2,1606121595.684245
13.1,1606121595.906245
13.2,1606121597.231245
13.2,1606121602.616245
13.1,1606121608.766245
13.2,1606121612.797245
13.1,1606121613.710245
13.2,1606121615.255245
13.1,1606121616.388245
13.2,1606121618.183245
13.1,1606121619.978245
13.2,1606121622.878245
13.2,1606121628.707245
13.2,1606121634.638245
13.2,1606121640.693245
13.1,1606121642.263245
13.2,1606121647.720245
13.2,1606121653.661245
13.1,1606121659.814245
13.1,1606121665.648245
13.2,1606121671.699245
13.1,1606121677.800245
13.2,1606121683.627245
13.2,1606121689.721245
13.2,1606121695.771245
13.1,1606121701.814245
13.1,1606121707.689245
13.1,1606121713.951245
13.2,1606121719.775245
13.2,1606121725.648245
13.2,1606121731.806245
13.2,1606121737.752245
13.1,1606121738.410245
13.2,1606121738.630245
13.1,1606121744.673245
13.2,1606121750.811245
13.1,1606121756.643245
13.1,1606121762.814245
13.2,1606121768.646245
13.1,1606121774.815245
13.2,1606121780.861245
13.1,1606121786.780245
13.2,1606121792.666245
13.2,1606121799.178245
13.2,1606121805.119245
13.1,1606121810.711245
13.2,1606121816.763245
13.2,1606121822.672245
13.1,1606121828.681245
13.2,1606121829.815245
13.1,1606121832.053245
13.2,1606121832.274245
13.1,1606121832.937245
13.2,1606121834.069245
13.1,1606121835.393245
13.2,1606121838.985245
13.1,1606121842.323245
13.2,1606121844.782245
13.1,1606121846.135245
13.2,1606121847.017245
13.1,1606121847.681245
13.2,1606121851.316245
13.1,1606121852.894245
13.2,1606121853.115245
13.1,1606121858.793245
13.1,1606121864.745245
13.1,1606121870.619245
13.2,1606121872.162245
13.1,1606121873.214245
13.2,1606121873.658245
13.1,1606121879.264245
13.2,1606121880.881245
13.1,1606121881.323245
13.2,1606121886.706245
13.1,1606121887.149245
13.2,1606121888.254245
13.2,1606121893.750245
13.2,1606121899.799245
13.2,1606121905.670245
13.1,1606121911.714245
13.2,1606121917.757245
13.2,1606121923.822245
13.1,1606121929.644245
13.2,1606121935.686245
13.1,1606121941.736245
13.2,1606121941.958245
13.1,1606121943.527245
13.1,1606121948.745245
13.2,1606121954.740245
13.1,1606121956.981245
13.2,1606121957.200245
13.1,1606121957.893245
13.2,1606121958.555245
13.1,1606121963.803245
13.1,1606121969.629245
13.2,1606121970.320245
13.2,1606121975.675245
13.2,1606121981.633245
13.2,1606121987.681245
13.2,1606121993.809245
13.2,1606121999.797245
13.2,1606122005.674245
13.1,1606122011.655245
13.2,1606122017.766245
13.2,1606122023.655245
13.1,1606122029.706245
13.2,1606122035.756245
13.1,1606122041.821245
13.1,1606122047.644245
13.2,1606122048.746245
13.1,1606122049.411245
13.2,1606122050.542245
13.1,1606122053.915245
13.2,1606122055.459245
13.1,1606122060.702245
13.2,1606122066.807245
13.2,1606122072.625245
13.2,1606122078.678245
13.1,1606122079.561245
13.2,1606122080.695245
13.1,1606122081.359245
13.2,1606122083.153245
13.1,1606122086.523245
13.2,1606122088.068245
13.1,1606122093.616245
13.1,1606122099.665245
13.1,1606122105.717245
13.1,1606122111.763245
13.1,1606122117.820245
13.1,1606122123.651245
13.2,1606122129.759245
13.1,1606122135.806245
13.2,1606122141.637245
13.1,1606122145.289245
13.2,1606122146.171245
13.2,1606122151.756245
13.2,1606122157.720245
13.1,1606122163.774245
13.2,1606122169.606245
13.2,1606122175.651245
13.2,1606122181.702245
13.2,1606122187.665245
13.2,1606122193.717245
13.2,1606122199.720245
13.1,1606122200.852245
13.2,1606122201.072245
13.2,1606122206.679245
13.1,1606122212.730245
13.1,1606122218.616245
13.2,1606122224.777245
13.1,1606122227.017245
13.2,1606122228.118245
13.1,1606122233.732245
13.2,1606122239.789245
13.1,1606122245.617245
13.2,1606122251.663245
13.2,1606122257.719245
13.1,1606122258.603245
13.2,1606122258.853245
13.1,1606122260.397245
13.2,1606122261.089245
13.1,1606122264.658245
13.2,1606122265.350245
13.2,1606122270.705245
13.2,1606122276.640245
13.2,1606122282.644245
13.1,1606122282.864245
13.2,1606122283.775245
13.1,1606122288.911245
13.2,1606122289.602245
13.1,1606122291.397245
13.1,1606122296.731245
13.2,1606122302.780245
13.2,1606122308.609245
13.1,1606122314.717245
13.1,1606122320.662245
13.1,1606122326.756245
13.2,1606122332.657245
13.2,1606122338.715245
13.1,1606122344.603245
13.2,1606122345.483245
13.1,1606122350.704245
13.2,1606122356.669245
13.1,1606122360.703245
13.2,1606122363.452245
13.1,1606122366.573245
13.2,1606122367.486245
13.1,1606122371.082245
13.2,1606122373.318245
13.1,1606122375.660245
13.2,1606122376.760245
13.1,1606122380.574245
13.2,1606122382.368245
13.1,1606122383.944245
13.2,1606122385.518245
13.1,1606122390.816245
13.2,1606122393.841245
13.2,1606122402.439245
13.1,1606122403.102245
13.2,1606122403.792245
13.1,1606122404.013245
13.2,1606122406.247245
13.1,1606122408.267245
13.2,1606122408.709245
13.1,1606122414.817245
13.1,1606122420.652245
13.2,1606122421.788245
13.1,1606122426.042245
13.2,1606122428.874245
13.2,1606122434.709245
13.2,1606122440.702245
13.1,1606122446.755245
13.2,1606122452.814245
13.1,1606122458.748245
13.1,1606122464.797245
13.2,1606122470.669245
13.1,1606122472.214245
13.2,1606122475.063245
13.1,1606122475.284245
13.2,1606122477.523245
13.1,1606122481.674245
13.2,1606122482.114245
13.1,1606122487.776245
13.1,1606122493.716245
13.2,1606122494.816245
13.1,1606122496.171245
13.2,1606122496.613245
13.1,1606122502.602245
13.2,1606122508.647245
13.2,1606122514.699245
13.1,1606122520.757245
13.2,1606122526.807245
13.1,1606122532.635245
13.2,1606122538.715245
13.1,1606122544.720245
13.2,1606122544.940245
13.1,1606122547.180245
13.2,1606122547.401245
13.1,1606122547.622245
13.2,1606122548.315245
13.1,1606122548.757245
13.2,1606122550.333245
13.1,1606122554.589245
13.2,1606122555.253245
13.1,1606122560.642245
13.2,1606122566.648245
13.2,1606122573.353245
13.1,1606122578.679245
13.2,1606122583.449245
13.1,1606122583.670245
13.2,1606122588.418245
13.1,1606122588.860245
13.2,1606122589.995245
13.1,1606122591.568245
13.2,1606122592.452245
13.1,1606122596.847245
13.1,1606122602.675245
13.2,1606122608.621245
13.1,1606122614.669245
13.1,1606122620.684245
13.2,1606122621.784245
13.1,1606122622.035245
13.2,1606122625.266245
13.1,1606122625.930245
13.2,1606122626.180245
13.1,1606122630.437245
13.2,1606122631.987245
13.1,1606122634.276245
13.2,1606122634.717245
13.1,1606122634.938245
13.2,1606122636.737245
13.1,1606122636.959245
13.2,1606122638.314245
13.1,1606122638.756245
13.2,1606122639.197245
13.2,1606122644.802245
13.1,1606122650.628245
13.1,1606122656.689245
13.2,1606122657.130245
13.1,1606122657.349245
13.2,1606122657.790245
13.1,1606122658.011245
13.2,1606122659.583245
13.1,1606122659.803245
13.2,1606122660.243245
13.1,1606122661.807245
13.2,1606122662.248245
13.1,1606122662.718245
13.2,1606122663.159245
13.1,1606122665.175245
13.2,1606122665.618245
13.1,1606122667.633245
13.2,1606122669.213245
13.1,1606122670.097245
13.2,1606122671.007245
13.1,1606122673.846245
13.2,1606122674.288245
13.1,1606122675.420245
13.2,1606122676.083245
13.1,1606122676.304245
13.2,1606122677.146245
13.1,1606122679.380245
13.2,1606122679.822245
13.1,1606122685.655245
13.2,1606122691.816245
13.1,1606122697.654245
13.2,1606122698.538245
13.1,1606122699.453245
13.2,1606122700.994245
13.2,1606122702.843245
13.1,1606122703.064245
13.2,1606122703.314245
13.1,1606122703.754245
13.2,1606122705.329245
13.1,1606122707.352245
13.2,1606122708.016245
13.1,1606122708.458245
13.2,1606122708.900245
13.1,1606122709.121245
13.2,1606122709.812245
13.2,1606122715.642245
13.2,1606122721.631245
13.2,1606122727.686245
13.2,1606122733.747245
13.1,1606122739.798245
13.2,1606122743.349245
13.1,1606122743.570245
13.2,1606122745.150245
13.1,1606122745.371245
13.2,1606122746.506245
13.1,1606122747.170245
13.2,1606122748.302245
13.1,1606122750.539245
13.2,1606122750.760245
13.1,1606122752.993245
13.2,1606122753.434245
13.1,1606122755.450245
13.2,1606122756.414245
13.1,1606122756.636245
13.2,1606122757.518245
13.1,1606122762.670245
13.2,1606122768.730245
13.2,1606122774.781245
13.1,1606122780.611245
13.2,1606122786.773245
13.1,1606122792.899245
13.2,1606122793.779245
13.1,1606122795.792245
13.2,1606122796.233245
13.1,1606122798.572245
13.2,1606122801.308245
13.1,1606122801.529245
13.2,1606122801.971245
13.1,1606122803.326245
13.2,1606122803.768245
13.1,1606122806.558245
13.2,1606122807.250245
13.1,1606122807.471245
13.2,1606122808.355245
13.1,1606122809.267245
13.2,1606122810.841245
13.1,1606122811.726245
13.2,1606122812.609245
13.1,1606122813.522245
13.2,1606122815.757245
13.1,1606122815.978245
13.1,1606122821.695245
13.1,1606122827.804245
13.1,1606122833.638245
13.2,1606122838.375245
13.1,1606122838.596245
13.2,1606122840.021245
13.1,1606122845.694245
13.1,1606122851.744245
13.2,1606122857.796245
13.1,1606122863.788245
13.2,1606122867.353245
13.1,1606122868.709245
13.2,1606122869.589245
13.1,1606122869.841245
13.2,1606122873.076245
13.1,1606122873.738245
13.2,1606122879.787245
13.1,1606122880.694245
13.2,1606122880.915245
13.1,1606122884.285245
13.2,1606122884.507245
13.1,1606122889.091245
13.2,1606122891.103245
13.1,1606122892.239245
13.1,1606122897.821245
13.2,1606122900.749245
13.1,1606122900.968245
13.1,1606122906.803245
13.2,1606122907.244245
13.1,1606122908.598245
13.2,1606122910.145245
13.1,1606122910.396245
13.2,1606122911.281245
13.1,1606122912.166245
13.2,1606122913.740245
13.1,1606122913.960245
13.2,1606122914.973245
13.1,1606122915.193245
13.2,1606122915.634245
13.1,1606122916.990245
13.2,1606122918.564245
13.1,1606122918.785245
13.2,1606122921.073245
13.1,1606122921.292245
13.2,1606122921.733245
13.1,1606122921.954245
13.2,1606122923.863245
13.1,1606122927.237245
13.2,1606122928.119245
13.1,1606122929.031245
13.2,1606122932.083245
13.1,1606122933.216245
13.2,1606122933.656245
13.1,1606122933.876245
13.2,1606122936.115245
13.1,1606122938.135245
13.2,1606122939.048245
13.1,1606122939.269245
13.2,1606122939.710245
13.1,1606122939.929245
13.2,1606122940.370245
13.1,1606122940.590245
13.2,1606122942.168245
13.1,1606122942.389245
13.2,1606122943.522245
13.1,1606122944.186245
13.2,1606122945.101245
13.1,1606122945.759245
13.2,1606122947.781245
13.1,1606122948.002245
13.2,1606122948.444245
13.1,1606122950.461245
13.2,1606122950.904245
13.1,1606122952.258245
13.2,1606122953.173245
13.1,1606122957.249245
13.2,1606122957.690245
13.1,1606122957.912245
13.2,1606122958.796245
13.1,1606122959.015245
13.2,1606122961.507245
13.1,1606122961.728245
13.2,1606122963.054245
13.1,1606122963.305245
13.2,1606122963.968245
13.1,1606122965.983245
13.2,1606122966.425245
13.1,1606122967.783245
13.2,1606122968.225245
13.1,1606122970.242245
13.2,1606122970.682245
13.1,1606122970.903245
13.2,1606122971.818245
13.1,1606122972.037245
13.2,1606122972.479245
13.1,1606122974.495245
13.2,1606122975.849245
13.1,1606122977.865245
13.2,1606122979.189245
13.1,1606122979.440245
13.2,1606122980.102245
13.1,1606122980.322245
13.2,1606122980.763245
13.1,1606122982.116245
13.2,1606122984.028245
13.1,1606122985.132245
13.2,1606122985.353245
13.1,1606122989.859245
13.2,1606122991.402245
13.1,1606122991.979245
13.1,1606122997.818245
13.1,1606123003.618245
13.2,1606123009.778245
13.2,1606123015.609245
13.2,1606123021.656245
13.1,1606123027.641245
13.2,1606123032.117245
13.1,1606123032.589245
13.2,1606123036.152245
13.1,1606123037.171245
13.2,1606123040.539245
13.1,1606123042.084245
13.2,1606123044.320245
13.1,1606123044.793245
13.2,1606123048.134245
13.1,1606123053.203245
13.1,1606123056.099245
13.2,1606123057.674245
13.1,1606123058.558245
13.2,1606123059.473245
13.1,1606123059.694245
13.2,1606123060.136245
13.1,1606123060.358245
13.2,1606123061.493245
13.1,1606123062.156245
13.2,1606123063.950245
13.1,1606123064.615245
13.2,1606123064.866245
13.1,1606123065.308245
13.2,1606123065.750245
13.1,1606123065.971245
13.2,1606123066.416245
13.1,1606123068.430245
13.2,1606123070.667245
13.1,1606123074.527245
13.1,1606123077.013245
13.2,1606123077.677245
13.2,1606123083.724245
13.1,1606123085.295245
13.2,1606123085.737245
13.1,1606123087.418245
13.2,1606123089.873245
13.1,1606123090.754245
13.2,1606123091.668245
13.1,1606123092.549245
13.2,1606123092.990245
13.1,1606123094.728245
13.2,1606123094.950245
13.1,1606123096.083245
13.2,1606123098.102245
13.1,1606123099.676245
13.2,1606123100.561245
13.1,1606123101.472245
13.2,1606123101.914245
13.1,1606123102.794245
13.2,1606123104.703245
13.1,1606123104.925245
13.2,1606123107.160245
13.1,1606123108.292245
13.2,1606123108.512245
13.1,1606123108.734245
13.2,1606123109.646245
13.1,1606123110.527245
13.2,1606123110.968245
13.1,1606123111.662245
13.2,1606123112.767245
13.1,1606123112.988245
13.2,1606123113.432245
13.1,1606123114.787245
13.2,1606123115.228245
13.1,1606123120.617245
13.2,1606123126.729245
13.1,1606123132.784245
13.2,1606123138.802245
13.2,1606123144.627245
13.1,1606123150.679245
13.2,1606123156.625245
13.1,1606123162.678245
13.2,1606123168.727245
13.2,1606123174.822245
13.1,1606123175.043245
13.2,1606123176.618245
13.1,1606123182.203245
13.2,1606123185.355245
13.2,1606123190.750245
13.2,1606123196.802245
13.1,1606123199.260245
13.2,1606123200.142245
13.1,1606123201.056245
13.2,1606123203.292245
13.1,1606123205.862245
13.2,1606123207.877245
13.1,1606123209.450245
13.2,1606123211.689245
13.1,1606123211.911245
13.2,1606123212.792245
13.1,1606123213.043245
13.2,1606123214.143245
13.1,1606123215.055245
13.2,1606123215.939245
13.1,1606123216.824245
13.2,1606123217.075245
13.1,1606123220.194245
13.2,1606123220.414245
13.1,1606123221.108245
13.2,1606123222.875245
13.1,1606123223.788245
13.2,1606123226.971245
13.1,1606123227.884245
13.2,1606123230.362245
13.1,1606123230.583245
13.2,1606123233.024245
13.1,1606123237.055245
13.2,1606123237.745245
13.1,1606123240.203245
13.2,1606123241.304245
13.1,1606123242.880245
13.2,1606123245.232245
13.1,1606123245.453245
13.2,1606123245.971245
13.2,1606123251.797245
13.2,1606123257.603245
13.1,1606123258.074245
13.2,1606123258.515245
13.1,1606123259.621245
13.2,1606123261.201245
13.1,1606123261.422245
13.2,1606123261.893245
13.1,1606123262.334245
13.2,1606123263.216245
13.1,1606123263.911245
13.2,1606123264.574245
13.2,1606123269.766245
13.2,1606123275.664245
13.1,1606123277.242245
13.2,1606123278.155245
13.1,1606123278.598245
13.2,1606123280.832245
13.1,1606123281.495245
13.2,1606123281.936245
13.1,1606123286.659245
13.2,1606123287.101245
13.1,1606123289.776245
13.2,1606123291.353245
13.1,1606123291.575245
13.2,1606123292.018245
13.1,1606123293.373245
13.2,1606123294.286245
13.1,1606123295.390245
13.2,1606123295.611245
13.1,1606123296.302245
13.2,1606123297.626245
13.1,1606123297.848245
13.2,1606123298.068245
13.1,1606123298.318245
13.1,1606123303.788245
13.2,1606123304.008245
13.1,1606123304.228245
13.2,1606123305.361245
13.1,1606123308.733245
13.2,1606123309.174245
13.1,1606123309.395245
13.2,1606123310.278245
13.1,1606123310.578245
13.2,1606123311.020245
13.2,1606123317.243245
13.2,1606123322.606245
13.2,1606123328.723245
13.2,1606123334.719245
13.1,1606123340.765245
13.1,1606123346.814245
13.2,1606123352.683245
13.2,1606123358.616245
13.1,1606123358.837245
13.2,1606123360.412245
13.1,1606123360.853245
13.2,1606123361.073245
13.1,1606123361.293245
13.2,1606123362.870245
13.1,1606123363.092245
13.2,1606123364.668245
13.1,1606123364.890245
13.2,1606123366.469245
13.1,1606123366.690245
13.2,1606123369.988245
13.1,1606123371.529245
13.2,1606123372.499245
13.1,1606123372.720245
13.2,1606123373.161245
13.1,1606123378.814245
13.1,1606123384.642245
13.1,1606123390.750245
13.2,1606123390.970245
13.1,1606123393.653245
13.2,1606123395.892245
13.1,1606123398.479245
13.2,1606123398.921245
13.1,1606123399.141245
13.2,1606123400.025245
13.1,1606123400.940245
13.2,1606123404.426245
13.1,1606123406.445245
13.2,1606123406.885245
13.1,1606123412.773245
13.1,1606123418.702245
13.1,1606123424.748245
13.2,1606123430.796245
13.2,1606123436.648245
13.1,1606123437.411245
13.2,1606123438.074245
13.1,1606123439.646245
13.2,1606123440.088245
13.1,1606123440.309245
13.2,1606123442.128245
13.1,1606123447.725245
13.1,1606123453.775245
13.2,1606123459.610245
13.2,1606123465.657245
13.1,1606123466.980245
13.2,1606123467.894245
13.1,1606123473.726245
13.2,1606123479.771245
13.1,1606123480.433245
13.2,1606123484.911245
13.1,1606123490.797245
13.2,1606123493.943245
13.1,1606123497.282245
13.2,1606123499.515245
13.1,1606123500.357245
13.2,1606123503.523245
13.1,1606123504.213245
13.2,1606123504.435245
13.1,1606123504.655245
13.1,1606123510.810245
13.1,1606123516.685245
13.1,1606123522.956245
13.2,1606123524.752245
13.1,1606123525.415245
13.2,1606123526.329245
13.1,1606123527.876245
13.2,1606123529.012245
13.1,1606123531.689245
13.2,1606123532.130245
13.1,1606123533.487245
13.2,1606123535.722245
13.1,1606123536.856245
13.2,1606123538.180245
13.1,1606123538.431245
13.2,1606123539.095245
13.1,1606123544.663245
13.2,1606123545.105245
13.1,1606123547.456245
13.2,1606123548.337245
13.1,1606123548.557245
13.2,1606123549.690245
13.1,1606123552.371245
13.2,1606123553.502245
13.1,1606123553.723245
13.2,1606123554.606245
13.1,1606123557.200245
13.2,1606123557.643245
13.1,1606123560.363245
13.2,1606123561.057245
13.1,1606123562.157245
13.2,1606123562.600245
13.1,1606123562.821245
13.2,1606123563.734245
13.1,1606123564.618245
13.2,1606123566.194245
13.1,1606123566.415245
13.2,1606123566.857245
13.1,1606123567.329245
13.2,1606123568.653245
13.1,1606123569.787245
13.2,1606123570.447245
13.1,1606123571.578245
13.2,1606123573.814245
13.1,1606123574.699245
13.2,1606123576.930245
13.1,1606123578.709245
13.2,1606123579.841245
13.1,1606123581.166245
13.2,1606123581.417245
13.1,1606123585.672245
13.2,1606123587.220245
13.1,1606123588.795245
13.2,1606123589.237245
13.1,1606123590.833245
13.2,1606123591.275245
13.1,1606123594.481245
13.2,1606123595.362245
13.1,1606123595.986245
13.2,1606123596.646245
13.2,1606123602.694245
13.2,1606123608.747245
13.2,1606123614.630245
13.2,1606123620.677245
13.2,1606123626.728245
13.2,1606123632.784245
13.3,1606123637.037245
13.1,1606123637.480245
13.2,1606123642.752245
13.1,1606123648.807245
13.1,1606123654.637245
13.1,1606123660.686245
13.1,1606123666.732245
13.2,1606123672.681245
13.2,1606123679.058245
13.2,1606123684.645245
13.2,1606123690.688245
13.2,1606123696.737245
13.1,1606123699.224245
13.2,1606123699.887245
13.1,1606123700.772245
13.2,1606123704.803245
13.1,1606123705.276245
13.2,1606123710.634245
13.2,1606123716.682245
13.1,1606123716.902245
13.2,1606123721.847245
13.1,1606123722.729245
13.2,1606123723.643245
13.1,1606123725.437245
13.2,1606123726.100245
13.1,1606123726.321245
13.1,1606123731.714245
13.2,1606123732.376245
13.1,1606123736.242245
13.2,1606123738.476245
13.1,1606123739.902245
13.2,1606123745.147245
13.1,1606123745.368245
13.2,1606123747.165245
13.1,1606123748.076245
13.2,1606123749.654245
13.1,1606123749.873245
13.2,1606123750.315245
13.1,1606123750.536245
13.2,1606123755.760245
13.2,1606123761.805245
13.2,1606123767.602245
13.1,1606123769.168245
13.2,1606123769.607245
13.1,1606123769.857245
13.2,1606123772.316245
13.1,1606123772.537245
13.2,1606123773.890245
13.1,1606123774.332245
13.2,1606123777.232245
13.1,1606123777.453245
13.2,1606123779.028245
13.1,1606123780.441245
13.2,1606123785.797245
13.1,1606123791.629245
13.2,1606123797.696245
13.2,1606123803.692245
13.1,1606123805.267245
13.2,1606123806.148245
13.1,1606123807.723245
13.2,1606123809.585245
13.1,1606123810.024245
13.2,1606123810.244245
13.1,1606123811.819245
13.2,1606123813.726245
13.1,1606123814.391245
13.2,1606123814.642245
13.1,1606123817.756245
13.2,1606123819.372245
13.1,1606123819.814245
13.2,1606123821.831245
13.1,1606123822.270245
13.2,1606123824.289245
13.1,1606123828.322245
13.2,1606123831.913245
13.1,1606123835.284245
13.2,1606123839.536245
