sensors,temperature,humidity,count,time
"-273,-273,-273,-273,23.6,21.8,20.9,19.8",16,35,0,1606174877.825349
"-273,-273,-273,-273,23.6,21.8,20.9,19.8",16,34,0,1606174896.385351
"-273,-273,-273,-273,23.6,21.8,20.9,19.8",0,35,0,1606174914.945454
"-273,-273,-273,-273,23.6,21.7,20.9,19.8",16,34,0,1606174933.505648
"-273,-273,-273,-273,23.6,21.7,20.9,19.8",16,35,0,1606174952.065355
"-273,-273,-273,-273,23.6,21.7,20.9,19.8",16,34,0,1606174970.626005
"-273,-273,-273,-273,23.5,21.7,20.9,19.7",0,35,0,1606175026.625578
"-273,-273,-273,-273,23.5,21.7,20.9,19.8",16,35,0,1606175045.745405
"-273,-273,-273,-273,23.5,21.7,20.9,19.8",16,35,0,1606175045.745405
"-273,-273,-273,-273,23.5,21.7,20.9,19.8",16,35,0,1606175045.745405
"-273,-273,-273,-273,23.5,21.7,20.9,19.8",16,35,0,1606175045.745405
"-273,-273,-273,-273,23.5,21.7,20.8,19.7",16,34,0,1606175064.305453
"-273,-273,-273,-273,23.5,21.7,20.8,19.7",16,34,0,1606175082.865371
"-273,-273,-273,-273,23.4,21.6,20.8,19.7",0,34,0,1606175119.985502
"-273,-273,-273,-273,23.4,21.6,20.8,19.7",16,34,0,1606175138.545341
"-273,-273,-273,-273,23.4,21.6,20.8,19.7",16,35,0,1606175157.105347
"-273,-273,-273,-273,23.4,21.6,20.8,19.7",16,34,0,1606175175.665234
"-273,-273,-273,-273,23.4,21.6,20.8,19.7",16,35,0,1606175194.225405
"-273,-273,-273,-273,23.4,21.6,20.8,19.7",0,34,0,1606175212.865343
"-273,-273,-273,-273,23.4,21.6,20.8,19.7",16,34,0,1606175231.425335
"-273,-273,-273,-273,23.4,21.6,20.8,19.7",16,34,0,1606175249.985336
"-273,-273,-273,-273,23.4,21.6,20.8,19.7",0,34,0,1606175268.545354
"-273,-273,-273,-273,23.4,21.6,20.7,19.7",0,34,0,1606175287.105345
"-273,-273,-273,-273,23.3,21.6,20.7,19.6",16,34,0,1606175305.665341
"-273,-273,-273,-273,23.3,21.6,20.7,19.6",0,34,0,1606175324.225344
"-273,-273,-273,-273,23.3,21.6,20.7,19.7",0,34,0,1606175342.785352
"-273,-273,-273,-273,23.3,21.6,20.7,19.6",16,34,0,1606175361.345339
"-273,-273,-273,-273,23.3,21.6,20.7,19.6",16,34,0,1606175379.90534
"-273,-273,-273,-273,23.2,21.6,20.7,19.6",16,35,0,1606175398.465337
"-273,-273,-273,-273,23.2,21.6,20.6,19.6",0,34,0,1606175417.025336
"-273,-273,-273,-273,23.2,21.6,20.6,19.6",16,34,0,1606175435.585348
"-273,-273,-273,-273,23.2,21.6,20.6,19.6",0,35,0,1606175454.145344
"-273,-273,-273,-273,23.2,21.6,20.6,19.6",16,35,0,1606175472.70535
"-273,-273,-273,-273,23.2,21.6,20.6,19.6",16,34,0,1606175491.265364
"-273,-273,-273,-273,23.2,21.6,20.6,19.6",16,34,0,1606175509.825333
"-273,-273,-273,-273,23.2,21.6,20.6,19.6",0,34,0,1606175528.385336
"-273,-273,-273,-273,23.2,21.6,20.6,19.6",0,34,0,1606175546.945343
"-273,-273,-273,-273,23.2,21.6,20.6,19.6",15,35,0,1606175565.505425
"-273,-273,-273,-273,23.2,21.6,20.6,19.6",15,34,0,1606175584.065411
"-273,-273,-273,-273,23.2,21.6,20.6,19.6",16,34,0,1606175602.625362
"-273,-273,-273,-273,23.1,21.6,20.6,19.6",15,34,0,1606175621.185397
"-273,-273,-273,-273,23.1,21.6,20.6,19.6",15,35,0,1606175639.745355
"-273,-273,-273,-273,23.1,21.6,20.6,19.6",16,34,0,1606175658.30541
"-273,-273,-273,-273,23.1,21.5,20.6,19.6",16,34,0,1606175676.865338
"-273,-273,-273,-273,23.1,21.5,20.6,19.6",0,34,0,1606175695.425352
"-273,-273,-273,-273,23.1,21.5,20.6,19.6",16,34,0,1606175713.985349
"-273,-273,-273,-273,23.1,21.5,20.6,19.6",16,34,0,1606175732.545343
"-273,-273,-273,-273,23.1,21.5,20.6,19.6",16,34,0,1606175751.105585
"-273,-273,-273,-273,23.1,21.5,20.6,19.6",0,34,0,1606175769.665358
"-273,-273,-273,-273,23.1,21.5,20.6,19.6",0,35,0,1606175788.225401
"-273,-273,-273,-273,23.1,21.5,20.6,19.6",16,35,0,1606175806.785581
"-273,-273,-273,-273,23,21.5,20.6,19.6",16,35,0,1606175825.34588
"-273,-273,-273,-273,23,21.5,20.6,19.6",16,35,0,1606175843.905353
"-273,-273,-273,-273,23,21.5,20.6,19.6",16,35,0,1606175862.465336
"-273,-273,-273,-273,23,21.5,20.6,19.6",16,34,0,1606175881.025345
"-273,-273,-273,-273,23,21.4,20.6,19.6",16,35,0,1606175899.58534
"-273,-273,-273,-273,22.9,21.4,20.6,19.6",16,35,0,1606175918.145338
"-273,-273,-273,-273,22.9,21.5,20.6,19.6",0,35,0,1606175936.705338
"-273,-273,-273,-273,22.9,21.4,20.6,19.6",16,35,0,1606175955.26573
"-273,-273,-273,-273,22.9,21.4,20.6,19.6",0,35,0,1606175973.825344
"-273,-273,-273,-273,22.9,21.4,20.5,19.6",16,34,0,1606175992.385342
"-273,-273,-273,-273,22.9,21.4,20.5,19.6",16,34,0,1606176010.945354
"-273,-273,-273,-273,22.9,21.4,20.5,19.6",16,34,0,1606176029.505341
"-273,-273,-273,-273,22.9,21.4,20.5,19.6",16,34,0,1606176048.145335
"-273,-273,-273,-273,22.9,21.4,20.4,19.6",16,34,0,1606176066.785417
"-273,-273,-273,-273,22.9,21.4,20.4,19.6",16,35,0,1606176085.665342
"-273,-273,-273,-273,22.9,21.4,20.4,19.6",16,35,0,1606176085.665342
"-273,-273,-273,-273,22.9,21.4,20.4,19.6",16,35,0,1606176085.665342
"-273,-273,-273,-273,22.9,21.4,20.4,19.6",16,35,0,1606176085.665342
"-273,-273,-273,-273,22.9,21.4,20.4,19.6",16,34,0,1606176104.385402
"-273,-273,-273,-273,22.9,21.4,20.4,19.6",16,35,0,1606176123.105732
"-273,-273,-273,-273,22.9,21.4,20.4,19.5",16,35,0,1606176141.665344
"-273,-273,-273,-273,22.8,21.4,20.4,19.5",0,34,0,1606176160.305399
"-273,-273,-273,-273,22.8,21.4,20.4,19.5",16,34,0,1606176179.025364
"-273,-273,-273,-273,22.8,21.4,20.4,19.5",16,35,0,1606176197.745439
"-273,-273,-273,-273,22.8,21.4,20.4,19.5",16,35,0,1606176216.305342
"-273,-273,-273,-273,22.8,21.4,20.4,19.5",15,35,0,1606176234.865336
"-273,-273,-273,-273,22.8,21.4,20.3,19.5",15,35,0,1606176253.425341
"-273,-273,-273,-273,22.8,21.4,20.3,19.4",16,34,0,1606176290.545342
"-273,-273,-273,-273,22.8,21.3,20.3,19.4",15,35,0,1606176309.185997
"-273,-273,-273,-273,22.8,21.3,20.2,19.4",16,34,0,1606176327.745343
"-273,-273,-273,-273,22.8,21.3,20.2,19.4",15,35,0,1606176346.305657
"-273,-273,-273,-273,22.8,21.3,20.2,19.4",16,34,0,1606176364.865552
"-273,-273,-273,-273,22.8,21.3,20.2,19.4",16,35,0,1606176383.425361
"-273,-273,-273,-273,22.7,21.3,20.2,19.4",15,34,0,1606176401.98535
"-273,-273,-273,-273,22.7,21.3,20.2,19.4",0,34,0,1606176420.545502
"-273,-273,-273,-273,22.7,21.3,20.2,19.4",15,34,0,1606176439.105831
"-273,-273,-273,-273,22.7,21.2,20.2,19.4",15,35,0,1606176457.665648
"-273,-273,-273,-273,22.6,21.3,20.2,19.4",15,35,0,1606176476.22536
"-273,-273,-273,-273,22.6,21.2,20.2,19.4",15,34,0,1606176494.785357
"-273,-273,-273,-273,22.6,21.2,20.2,19.4",15,34,0,1606176513.345347
"-273,-273,-273,-273,22.6,21.2,20.2,19.4",0,34,0,1606176531.905342
"-273,-273,-273,-273,22.6,21.2,20.1,19.4",15,34,0,1606176550.466128
"-273,-273,-273,-273,22.6,21.2,20.1,19.4",15,34,0,1606176569.025475
"-273,-273,-273,-273,22.6,21.2,20.2,19.4",15,34,0,1606176606.145572
"-273,-273,-273,-273,22.6,21.2,20.2,19.4",15,34,0,1606176606.145572
"-273,-273,-273,-273,22.6,21.2,20.1,19.4",0,35,0,1606176624.7058
"-273,-273,-273,-273,22.6,21.2,20.1,19.4",0,35,0,1606176643.265413
"-273,-273,-273,-273,22.6,21.2,20.1,19.4",15,34,0,1606176661.825464
"-273,-273,-273,-273,22.6,21.2,20.1,19.4",15,34,0,1606176680.385877
"-273,-273,-273,-273,22.6,21.2,20.1,19.4",15,34,0,1606176698.945397
"-273,-273,-273,-273,22.6,21.2,20.1,19.4",15,34,0,1606176717.505435
"-273,-273,-273,-273,22.6,21.2,20.1,19.4",15,34,0,1606176736.065504
"-273,-273,-273,-273,22.5,21.2,20.1,19.4",15,34,0,1606176754.625334
"-273,-273,-273,-273,22.5,21.2,20.1,19.4",15,34,0,1606176773.185357
"-273,-273,-273,-273,22.5,21.2,20.1,19.4",15,34,0,1606176791.745393
"-273,-273,-273,-273,22.5,21.2,20.1,19.4",15,35,0,1606176810.305503
"-273,-273,-273,-273,22.5,21.2,20.1,19.4",15,34,0,1606176828.865418
"-273,-273,-273,-273,22.5,21.2,20.1,19.4",15,34,0,1606176847.425424
"-273,-273,-273,-273,22.4,21.2,20.1,19.4",0,34,0,1606176865.985479
"-273,-273,-273,-273,22.4,21.2,20.1,19.4",15,34,0,1606176884.545407
"-273,-273,-273,-273,22.4,21.2,20.1,19.3",15,34,0,1606176903.105341
"-273,-273,-273,-273,22.4,21.2,20.1,19.3",16,34,0,1606176921.665345
"-273,-273,-273,-273,22.4,21.2,20.1,19.3",15,34,0,1606176940.225634
"-273,-273,-273,-273,22.4,21.2,20.1,19.3",0,34,0,1606176958.785423
"-273,-273,-273,-273,22.4,21.2,20,19.3",16,35,0,1606176977.345368
"-273,-273,-273,-273,22.4,21.1,20,19.2",16,34,0,1606177033.0254
"-273,-273,-273,-273,22.3,21.1,20,19.2",16,34,0,1606177051.585344
"-273,-273,-273,-273,22.3,21.1,20,19.2",0,34,0,1606177070.145337
"-273,-273,-273,-273,22.3,21.1,20,19.2",16,35,0,1606177088.705336
"-273,-273,-273,-273,22.3,21.1,20,19.2",16,35,0,1606177107.265359
"-273,-273,-273,-273,22.3,21.1,20,19.2",16,34,0,1606177125.825759
"-273,-273,-273,-273,22.3,21.1,20,19.3",16,34,0,1606177144.385335
"-273,-273,-273,-273,22.3,21.1,20,19.3",0,34,0,1606177162.946074
"-273,-273,-273,-273,22.2,21.1,20,19.3",0,35,0,1606177181.505338
"-273,-273,-273,-273,22.2,21.1,20,19.3",16,34,0,1606177200.065339
"-273,-273,-273,-273,22.2,21.1,20,19.3",16,34,0,1606177218.625336
"-273,-273,-273,-273,22.2,21.1,20,19.3",16,35,0,1606177237.185439
"-273,-273,-273,-273,22.2,21.1,20,19.3",16,34,0,1606177255.74542
"-273,-273,-273,-273,22.2,21.1,19.9,19.3",0,34,0,1606177274.305346
"-273,-273,-273,-273,22.2,21.1,19.9,19.3",15,35,0,1606177292.865344
"-273,-273,-273,-273,22.2,21.1,19.9,19.3",15,35,0,1606177311.425342
"-273,-273,-273,-273,22.2,21.1,19.9,19.2",15,34,0,1606177329.985419
"-273,-273,-273,-273,22.2,21.1,19.9,19.3",15,35,0,1606177348.545495
"-273,-273,-273,-273,22.2,21.1,19.9,19.3",16,34,0,1606177367.105889
"-273,-273,-273,-273,22.2,21.1,19.9,19.2",15,35,0,1606177422.785475
"-273,-273,-273,-273,22.2,21.1,19.9,19.2",15,35,0,1606177441.345347
"-273,-273,-273,-273,22.2,21.1,19.9,19.2",0,34,0,1606177459.906295
"-273,-273,-273,-273,22.1,21.1,19.9,19.2",15,34,0,1606177478.465456
"-273,-273,-273,-273,22.1,21.1,19.8,19.2",15,34,0,1606177497.025343
"-273,-273,-273,-273,22.1,21.1,19.8,19.2",15,34,0,1606177515.58534
"-273,-273,-273,-273,22.1,21.1,19.8,19.2",15,34,0,1606177515.58534
"-273,-273,-273,-273,22.1,21.1,19.8,19.2",15,35,0,1606177534.145421
"-273,-273,-273,-273,22.1,21,19.8,19.2",15,34,0,1606177552.705368
"-273,-273,-273,-273,22.1,21,19.8,19.2",0,34,0,1606177571.266253
"-273,-273,-273,-273,22.1,21,19.8,19.2",15,35,0,1606177589.825363
"-273,-273,-273,-273,22.1,21,19.8,19.2",15,35,0,1606177608.385345
"-273,-273,-273,-273,22.1,21,19.8,19.2",15,35,0,1606177608.385345
"-273,-273,-273,-273,22.1,21,19.8,19.2",15,35,0,1606177608.385345
"-273,-273,-273,-273,22.1,21,19.8,19.2",15,35,0,1606177608.385345
"-273,-273,-273,-273,22.1,21,19.8,19.2",0,34,0,1606177626.945522
"-273,-273,-273,-273,22.1,21,19.8,19.2",0,34,0,1606177645.505493
"-273,-273,-273,-273,22.1,21,19.8,19.2",15,34,0,1606177664.065363
"-273,-273,-273,-273,22.1,21,19.8,19.2",15,34,0,1606177682.625404
"-273,-273,-273,-273,22.1,21,19.8,19.2",15,34,0,1606177701.185322
"-273,-273,-273,-273,22.1,21,19.8,19.2",15,34,0,1606177719.745423
"-273,-273,-273,-273,22,21,19.8,19.1",0,34,0,1606177738.30538
"-273,-273,-273,-273,22,20.9,19.8,19.1",15,34,0,1606177756.865401
"-273,-273,-273,-273,22,20.9,19.7,19.1",15,34,0,1606177775.425409
"-273,-273,-273,-273,22,20.9,19.7,19.1",0,34,0,1606177793.985339
"-273,-273,-273,-273,22,20.9,19.7,19.1",15,34,0,1606177812.545389
"-273,-273,-273,-273,22,20.9,19.7,19.1",15,34,0,1606177831.105347
"-273,-273,-273,-273,22,20.9,19.7,19.1",15,34,0,1606177849.665338
"-273,-273,-273,-273,21.9,20.9,19.7,19.1",15,34,0,1606177868.225381
"-273,-273,-273,-273,21.9,20.9,19.7,19.1",0,34,0,1606177886.785342
"-273,-273,-273,-273,21.9,20.9,19.7,19.1",15,34,0,1606177905.345409
"-273,-273,-273,-273,21.9,20.9,19.7,19.1",15,34,0,1606177923.905497
"-273,-273,-273,-273,21.9,20.9,19.7,19.1",15,34,0,1606177942.465355
"-273,-273,-273,-273,21.9,20.9,19.7,19.1",0,35,0,1606177961.025417
"-273,-273,-273,-273,21.9,20.9,19.7,19.1",15,34,0,1606177979.585363
"-273,-273,-273,-273,21.9,20.9,19.7,19.1",0,34,0,1606177998.145419
"-273,-273,-273,-273,21.9,20.9,19.6,19.1",15,34,0,1606178016.705341
"-273,-273,-273,-273,21.9,20.9,19.6,19.1",0,34,0,1606178035.265348
"-273,-273,-273,-273,21.9,20.9,19.6,19.1",15,34,0,1606178053.82541
"-273,-273,-273,-273,21.9,20.9,19.6,19.1",15,34,0,1606178072.38548
"-273,-273,-273,-273,21.9,20.9,19.6,19.1",15,34,0,1606178090.94537
"-273,-273,-273,-273,21.8,20.9,19.6,19.1",15,34,0,1606178109.505367
"-273,-273,-273,-273,21.8,20.9,19.6,19.1",15,34,0,1606178128.065406
"-273,-273,-273,-273,21.8,20.9,19.6,19.1",15,35,0,1606178146.625344
"-273,-273,-273,-273,21.8,20.8,19.6,19",15,35,0,1606178165.185873
"-273,-273,-273,-273,21.8,20.9,19.6,19",15,34,0,1606178183.745631
"-273,-273,-273,-273,21.8,20.8,19.6,19.1",15,34,0,1606178202.305343
"-273,-273,-273,-273,21.8,20.8,19.6,19",15,34,0,1606178220.865345
"-273,-273,-273,-273,21.8,20.8,19.6,19.1",0,34,0,1606178239.425348
"-273,-273,-273,-273,21.8,20.8,19.6,19.1",15,34,0,1606178257.985351
"-273,-273,-273,-273,21.8,20.8,19.6,19",0,34,0,1606178276.545354
"-273,-273,-273,-273,21.8,20.8,19.6,19.1",16,35,0,1606178295.105342
"-273,-273,-273,-273,21.8,20.8,19.6,19.1",16,35,0,1606178313.665428
"-273,-273,-273,-273,21.8,20.8,19.6,19.1",16,34,0,1606178332.225352
"-273,-273,-273,-273,21.8,20.8,19.6,19.1",16,34,0,1606178350.785337
"-273,-273,-273,-273,21.8,20.8,19.6,19.1",15,34,0,1606178369.345415
"-273,-273,-273,-273,21.8,20.8,19.6,19.1",15,34,0,1606178387.905416
"-273,-273,-273,-273,21.7,20.8,19.6,19.1",16,34,0,1606178406.465344
"-273,-273,-273,-273,21.7,20.8,19.6,19.1",15,34,0,1606178425.025346
"-273,-273,-273,-273,21.7,20.8,19.6,19.1",15,34,0,1606178443.585626
"-273,-273,-273,-273,21.7,20.8,19.6,19.1",0,35,0,1606178462.145386
"-273,-273,-273,-273,21.7,20.8,19.6,19.1",16,34,0,1606178480.705362
"-273,-273,-273,-273,21.7,20.8,19.6,19.1",16,34,0,1606178499.265352
"-273,-273,-273,-273,21.7,20.8,19.6,19.1",16,35,0,1606178517.825344
"-273,-273,-273,-273,21.7,20.8,19.6,19.1",15,35,0,1606178536.38536
"-273,-273,-273,-273,21.7,20.8,19.6,19.1",0,35,0,1606178554.945396
"-273,-273,-273,-273,21.2,20.6,19.2,18.9",15,34,0,1606179482.945581
"-273,-273,-273,-273,21.2,20.6,19.2,18.9",15,34,0,1606179501.505783
"-273,-273,-273,-273,21.2,20.6,19.2,18.9",15,35,0,1606179520.065346
"-273,-273,-273,-273,21.2,20.6,19.2,18.9",15,34,0,1606179538.625337
"-273,-273,-273,-273,21.2,20.6,19.2,18.9",0,34,0,1606179557.185342
"-273,-273,-273,-273,21.2,20.6,19.2,18.9",0,34,0,1606179594.305397
"-273,-273,-273,-273,21.2,20.6,19.2,18.9",15,35,0,1606179612.865348
"-273,-273,-273,-273,21.2,20.6,19.2,18.9",0,34,0,1606179631.42535
"-273,-273,-273,-273,21.2,20.6,19.2,18.9",15,34,0,1606179649.985332
"-273,-273,-273,-273,21.2,20.6,19.2,18.9",15,35,0,1606179668.54535
"-273,-273,-273,-273,21.2,20.6,19.2,18.9",15,34,0,1606179687.105348
"-273,-273,-273,-273,21.2,20.6,19.2,18.9",15,34,0,1606179705.665574
"-273,-273,-273,-273,21.2,20.6,19.2,18.9",0,35,0,1606179724.225342
"-273,-273,-273,-273,21.2,20.6,19.2,18.9",15,34,0,1606179742.785802
"-273,-273,-273,-273,21.2,20.6,19.2,18.9",15,35,0,1606179761.345362
"-273,-273,-273,-273,21.2,20.6,19.2,18.9",15,34,0,1606179779.905404
"-273,-273,-273,-273,21.2,20.6,19.2,18.9",0,34,0,1606179798.465434
"-273,-273,-273,-273,21.2,20.6,19.2,18.9",0,34,0,1606179817.02535
"-273,-273,-273,-273,21.2,20.6,19.2,18.9",15,34,0,1606179836.385347
"-273,-273,-273,-273,21.1,20.6,19.2,18.9",0,34,0,1606179854.945337
"-273,-273,-273,-273,21.1,20.6,19.2,18.9",15,34,0,1606179873.505352
"-273,-273,-273,-273,21.1,20.6,19.2,18.9",0,35,0,1606179892.065342
"-273,-273,-273,-273,21.1,20.6,19.1,18.9",15,35,0,1606179910.625343
"-273,-273,-273,-273,21.1,20.6,19.1,18.9",15,34,0,1606179929.185332
"-273,-273,-273,-273,21.1,20.5,19.1,18.9",0,35,0,1606179947.745346
"-273,-273,-273,-273,21.1,20.5,19.1,18.9",15,34,0,1606179966.305349
"-273,-273,-273,-273,21.1,20.5,19.1,18.9",15,35,0,1606179984.865342
"-273,-273,-273,-273,21.1,20.5,19.1,18.9",15,34,0,1606180003.425344
"-273,-273,-273,-273,21.1,20.5,19.1,18.9",15,34,0,1606180021.985338
"-273,-273,-273,-273,21.1,20.5,19.1,18.9",15,34,0,1606180040.545345
"-273,-273,-273,-273,21.1,20.5,19.1,18.9",0,34,0,1606180059.185422
"-273,-273,-273,-273,21.1,20.5,19.1,18.9",15,34,0,1606180077.745419
"-273,-273,-273,-273,21.1,20.5,19.1,18.8",15,34,0,1606180096.305431
"-273,-273,-273,-273,21.1,20.5,19.1,18.8",15,34,0,1606180114.865342
"-273,-273,-273,-273,21.1,20.4,19.1,18.8",15,34,0,1606180133.42535
"-273,-273,-273,-273,21,20.5,19.1,18.8",15,35,0,1606180151.985348
"-273,-273,-273,-273,21,20.4,19.1,18.8",0,34,0,1606180170.58606
"-273,-273,-273,-273,21,20.5,19.1,18.8",0,34,0,1606180189.105404
"-273,-273,-273,-273,21,20.4,19.1,18.8",0,34,0,1606180207.665403
"-273,-273,-273,-273,21,20.4,19.1,18.8",15,34,0,1606180226.225416
"-273,-273,-273,-273,21,20.4,19.1,18.8",15,34,0,1606180244.785414
"-273,-273,-273,-273,21,20.4,19.1,18.8",15,34,0,1606180263.345537
"-273,-273,-273,-273,21,20.4,19.1,18.8",15,34,0,1606180281.905344
"-273,-273,-273,-273,21,20.4,19.1,18.8",15,34,0,1606180300.465365
"-273,-273,-273,-273,21,20.4,19.1,18.8",15,34,0,1606180319.025335
"-273,-273,-273,-273,20.9,20.4,19,18.8",0,34,0,1606180337.585343
"-273,-273,-273,-273,20.9,20.4,19,18.8",15,34,0,1606180356.145358
"-273,-273,-273,-273,20.9,20.4,19,18.8",15,34,0,1606180374.705342
"-273,-273,-273,-273,20.9,20.4,19,18.8",15,34,0,1606180393.265348
"-273,-273,-273,-273,20.9,20.4,19,18.8",0,34,0,1606180411.825344
"-273,-273,-273,-273,20.9,20.4,19,18.8",0,34,0,1606180430.38534
"-273,-273,-273,-273,20.9,20.4,19,18.8",0,34,0,1606180448.945353
"-273,-273,-273,-273,20.9,20.4,19,18.8",15,34,0,1606180467.505353
"-273,-273,-273,-273,20.9,20.4,19,18.8",15,34,0,1606180486.065354
"-273,-273,-273,-273,20.9,20.4,19,18.8",15,34,0,1606180504.625346
"-273,-273,-273,-273,20.9,20.4,19,18.8",15,34,0,1606180523.185348
"-273,-273,-273,-273,20.9,20.4,19,18.8",15,35,0,1606180541.745333
"-273,-273,-273,-273,20.9,20.4,19,18.8",15,34,0,1606180560.305338
"-273,-273,-273,-273,20.9,20.4,19,18.8",0,34,0,1606180578.865344
"-273,-273,-273,-273,20.9,20.4,19,18.8",15,34,0,1606180597.425346
"-273,-273,-273,-273,20.8,20.4,19,18.8",15,35,0,1606180615.985356
"-273,-273,-273,-273,20.8,20.4,19,18.8",15,35,0,1606180634.545338
"-273,-273,-273,-273,20.8,20.4,19,18.8",0,34,0,1606180653.105395
"-273,-273,-273,-273,20.8,20.4,19,18.8",0,34,0,1606180653.105395
"-273,-273,-273,-273,20.8,20.4,19,18.8",0,34,0,1606180653.105395
"-273,-273,-273,-273,20.8,20.4,19,18.8",0,34,0,1606180653.105395
"-273,-273,-273,-273,20.8,20.4,19,18.8",15,34,0,1606180671.665349
"-273,-273,-273,-273,20.8,20.4,19,18.8",15,35,0,1606180690.225345
"-273,-273,-273,-273,20.8,20.4,19,18.8",15,34,0,1606180708.78532
"-273,-273,-273,-273,20.8,20.4,19,18.8",15,35,0,1606180727.345345
"-273,-273,-273,-273,20.8,20.4,19,18.8",15,35,0,1606180745.905342
"-273,-273,-273,-273,20.8,20.4,18.9,18.8",15,34,0,1606180764.465336
"-273,-273,-273,-273,20.8,20.4,19,18.8",0,34,0,1606180783.02534
"-273,-273,-273,-273,20.8,20.4,18.9,18.8",0,34,0,1606180801.585432
"-273,-273,-273,-273,20.8,20.3,18.9,18.8",15,34,0,1606180820.145407
"-273,-273,-273,-273,20.8,20.4,18.9,18.8",15,35,0,1606180838.705412
"-273,-273,-273,-273,20.8,20.4,18.9,18.8",0,34,0,1606180857.305839
"-273,-273,-273,-273,20.8,20.3,18.9,18.8",15,34,0,1606180875.825352
"-273,-273,-273,-273,20.8,20.3,18.9,18.8",0,34,0,1606180894.385337
"-273,-273,-273,-273,20.8,20.3,18.9,18.8",0,34,0,1606180912.945355
"-273,-273,-273,-273,20.8,20.3,18.9,18.8",15,34,0,1606180950.065341
"-273,-273,-273,-273,20.8,20.3,18.9,18.8",15,35,0,1606180968.625338
"-273,-273,-273,-273,20.8,20.3,18.9,18.8",15,35,0,1606180987.18534
"-273,-273,-273,-273,20.8,20.3,18.9,18.8",15,35,0,1606180987.18534
"-273,-273,-273,-273,20.8,20.3,18.9,18.8",15,35,0,1606180987.18534
"-273,-273,-273,-273,20.8,20.3,18.9,18.8",15,35,0,1606180987.18534
"-273,-273,-273,-273,20.8,20.3,18.9,18.8",15,34,0,1606181005.745341
"-273,-273,-273,-273,20.8,20.3,18.9,18.8",15,34,0,1606181024.305343
"-273,-273,-273,-273,20.8,20.3,18.9,18.8",15,35,0,1606181042.865338
"-273,-273,-273,-273,20.7,20.3,18.9,18.8",0,34,0,1606181061.425348
"-273,-273,-273,-273,20.8,20.3,18.9,18.8",15,34,0,1606181079.985335
"-273,-273,-273,-273,20.7,20.3,18.9,18.8",15,34,0,1606181098.545344
"-273,-273,-273,-273,20.7,20.3,18.9,18.8",0,34,0,1606181117.105342
"-273,-273,-273,-273,20.7,20.3,18.9,18.8",15,34,0,1606181154.265944
"-273,-273,-273,-273,20.7,20.3,18.9,18.8",15,34,0,1606181172.785337
"-273,-273,-273,-273,20.7,20.3,18.9,18.8",15,34,0,1606181191.345367
"-273,-273,-273,-273,20.7,20.3,18.9,18.8",15,34,0,1606181209.905394
"-273,-273,-273,-273,20.7,20.3,18.9,18.8",15,34,0,1606181228.465423
"-273,-273,-273,-273,20.7,20.3,18.9,18.8",15,34,0,1606181247.025425
"-273,-273,-273,-273,20.7,20.2,18.8,18.8",15,34,0,1606181265.585402
"-273,-273,-273,-273,20.6,20.2,18.8,18.8",15,34,0,1606181284.14536
"-273,-273,-273,-273,20.6,20.2,18.8,18.8",15,34,0,1606181302.705354
"-273,-273,-273,-273,20.6,20.2,18.8,18.8",15,34,0,1606181321.265345
"-273,-273,-273,-273,20.6,20.2,18.8,18.8",15,34,0,1606181339.825351
"-273,-273,-273,-273,20.6,20.2,18.8,18.8",15,34,0,1606181358.385343
"-273,-273,-273,-273,20.6,20.2,18.8,18.8",15,34,0,1606181376.945351
"-273,-273,-273,-273,20.6,20.2,18.8,18.8",15,34,0,1606181395.50535
"-273,-273,-273,-273,20.6,20.2,18.8,18.7",15,34,0,1606181414.065347
"-273,-273,-273,-273,20.6,20.2,18.8,18.7",15,34,0,1606181432.705344
"-273,-273,-273,-273,20.6,20.2,18.8,18.7",15,34,0,1606181451.265339
"-273,-273,-273,-273,20.6,20.2,18.8,18.7",15,34,0,1606181469.825363
"-273,-273,-273,-273,20.6,20.2,18.8,18.7",15,34,0,1606181488.385339
"-273,-273,-273,-273,20.6,20.2,18.8,18.7",15,34,0,1606181506.945416
"-273,-273,-273,-273,20.6,20.2,18.8,18.7",15,34,0,1606181525.505349
"-273,-273,-273,-273,20.6,20.2,18.8,18.7",15,34,0,1606181544.065064
"-273,-273,-273,-273,20.6,20.2,18.8,18.7",15,35,0,1606181562.625353
"-273,-273,-273,-273,20.6,20.2,18.8,18.7",15,35,0,1606181581.185345
"-273,-273,-273,-273,20.6,20.2,18.8,18.7",15,34,0,1606181599.745402
"-273,-273,-273,-273,20.5,20.2,18.8,18.7",15,34,0,1606181618.305343
"-273,-273,-273,-273,20.5,20.2,18.8,18.7",15,34,0,1606181636.865064
"-273,-273,-273,-273,20.5,20.2,18.8,18.7",15,34,0,1606181655.425352
"-273,-273,-273,-273,20.5,20.2,18.8,18.7",15,34,0,1606181673.985369
"-273,-273,-273,-273,20.5,20.2,18.8,18.7",15,35,0,1606181692.54534
"-273,-273,-273,-273,20.5,20.2,18.8,18.7",15,34,0,1606181711.26534
"-273,-273,-273,-273,20.5,20.2,18.8,18.7",15,35,0,1606181729.98535
"-273,-273,-273,-273,20.5,20.2,18.8,18.8",15,34,0,1606181748.545341
"-273,-273,-273,-273,20.5,20.2,18.8,18.8",15,34,0,1606181767.10547
