sensors,temperature,humidity,count,time
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",0,35,0,1606197920.065497
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606197938.625343
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606197957.185371
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606197975.745348
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606197994.305349
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",0,35,0,1606198012.865336
"-273,-273,-273,-273,18.2,18.8,17.6,17.9",14,35,0,1606198031.42578
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606198049.98536
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606198068.54542
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606198087.105547
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606198105.665461
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606198124.22575
"-273,-273,-273,-273,18.2,18.8,17.6,18",14,35,0,1606198142.785353
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",0,35,0,1606198161.345346
"-273,-273,-273,-273,18.2,18.8,17.6,18",14,35,0,1606198198.465465
"-273,-273,-273,-273,18.2,18.8,17.6,18",14,35,0,1606198217.025342
"-273,-273,-273,-273,18.2,18.8,17.6,18",14,35,0,1606198235.585409
"-273,-273,-273,-273,18.2,18.8,17.6,18",14,35,0,1606198254.145335
"-273,-273,-273,-273,18.2,18.8,17.6,18",14,35,0,1606198272.705345
"-273,-273,-273,-273,18.2,18.8,17.5,18",14,35,0,1606198291.265407
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",0,35,0,1606198309.82542
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606198328.385356
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",0,35,0,1606198346.945361
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606198365.505345
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606198384.065355
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606198402.625372
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606198402.625372
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606198402.625372
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606198402.625372
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",0,35,0,1606198421.185351
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606198439.825354
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606198458.385346
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606198476.945382
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606198495.505335
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606198514.06543
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",0,35,0,1606198532.625338
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",14,35,0,1606198551.185341
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",0,35,0,1606198569.745354
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",0,35,0,1606198588.465338
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",14,35,0,1606198607.025352
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606198625.585331
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",0,35,0,1606198644.145359
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",14,35,0,1606198662.705347
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",14,35,0,1606198681.265349
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",14,35,0,1606198699.825344
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",14,35,0,1606198718.385414
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",0,35,0,1606198736.945344
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",14,35,0,1606198755.505398
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",14,35,0,1606198774.065989
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",0,35,0,1606198792.625404
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",0,35,0,1606198811.195085
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",14,35,0,1606198829.745338
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",0,36,0,1606198848.305345
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606198866.865324
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606198866.865324
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606198866.865324
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606198866.865324
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606198885.425341
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606198904.025941
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,36,0,1606198922.545335
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606198941.105312
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606198959.665335
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",0,35,0,1606198978.225342
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",14,35,0,1606198996.785714
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",0,35,0,1606199015.345326
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",0,35,0,1606199033.905417
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",0,35,0,1606199033.905417
"-273,-273,-273,-273,18.2,18.8,17.5,17.9",0,35,0,1606199033.905417
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",14,35,0,1606199052.465415
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",14,35,0,1606199071.025409
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",14,35,0,1606199089.585629
"-273,-273,-273,-273,18.2,18.8,17.4,17.8",14,35,0,1606199108.225856
"-273,-273,-273,-273,18.2,18.8,17.4,17.8",14,35,0,1606199126.785353
"-273,-273,-273,-273,18.2,18.8,17.4,17.8",14,36,0,1606199145.345341
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",0,35,0,1606199182.465309
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",14,35,0,1606199201.02509
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",14,35,0,1606199219.585407
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",0,35,0,1606199238.145368
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",0,35,0,1606199256.705551
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",14,35,0,1606199275.425332
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606199294.145348
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",14,35,0,1606199312.705362
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606199331.265349
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",14,35,0,1606199368.945338
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",14,35,0,1606199387.585346
"-273,-273,-273,-273,18.1,18.8,17.5,17.9",14,35,0,1606199406.305343
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",14,35,0,1606199425.185495
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606199443.745339
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",0,35,0,1606199462.385339
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",14,35,0,1606199481.105344
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606199499.985342
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",14,35,0,1606199518.545055
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606199537.425336
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",14,35,0,1606199556.545338
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",14,35,0,1606199575.58541
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",14,35,0,1606199594.225349
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606199613.025343
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",14,35,0,1606199632.066182
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606199650.625344
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",0,35,0,1606199669.185355
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606199687.785362
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606199706.305425
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606199724.865341
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",0,35,0,1606199743.425363
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606199761.985374
"-273,-273,-273,-273,18.2,18.8,17.4,17.9",14,35,0,1606199780.545239
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606199799.105438
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606199817.665407
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",0,35,0,1606199836.225447
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",0,35,0,1606199854.785343
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606199873.345415
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606199891.905425
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606199910.465339
"-273,-273,-273,-273,18.1,18.8,17.4,17.8",0,35,0,1606199929.02538
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606199947.585349
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606199966.145361
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606199984.70542
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",0,35,0,1606200003.265349
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606200021.82534
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606200040.38535
"-273,-273,-273,-273,18.1,18.8,17.4,17.8",14,35,0,1606200077.505338
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606200096.06542
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606200114.625573
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",0,35,0,1606200133.18534
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606200151.745343
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606200170.305324
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606200188.86534
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",0,35,0,1606200225.985649
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606200244.545417
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606200263.105355
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",0,35,0,1606200281.665569
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606200300.225348
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606200318.785528
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606200337.425325
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606200355.985803
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606200374.545338
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606200393.105364
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606200411.665614
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606200430.225357
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",0,35,0,1606200448.785334
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606200467.345337
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606200485.905415
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606200504.465362
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606200523.025353
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606200541.585344
"-273,-273,-273,-273,18.1,18.8,17.4,17.9",14,35,0,1606200560.155365
"-273,-273,-273,-273,18.1,18.7,17.4,17.9",14,35,0,1606200578.705344
"-273,-273,-273,-273,18.1,18.7,17.4,17.9",0,35,0,1606200597.265342
"-273,-273,-273,-273,18.1,18.7,17.4,17.9",0,35,0,1606200634.465432
"-273,-273,-273,-273,18.1,18.7,17.4,17.9",0,35,0,1606200653.025314
"-273,-273,-273,-273,18.1,18.7,17.4,17.9",14,35,0,1606200671.585414
"-273,-273,-273,-273,18.1,18.7,17.4,17.8",14,35,0,1606200690.14534
"-273,-273,-273,-273,18.1,18.7,17.4,17.8",14,35,0,1606200708.70534
"-273,-273,-273,-273,18.1,18.7,17.4,17.8",14,35,0,1606200727.265318
"-273,-273,-273,-273,18.1,18.7,17.4,17.8",0,35,0,1606200745.825569
"-273,-273,-273,-273,18.1,18.7,17.4,17.8",14,35,0,1606200764.465362
"-273,-273,-273,-273,18.1,18.7,17.4,17.8",14,35,0,1606200783.025359
"-273,-273,-273,-273,18.1,18.7,17.4,17.8",14,35,0,1606200801.585351
"-273,-273,-273,-273,18.1,18.7,17.4,17.8",14,35,0,1606200820.145308
"-273,-273,-273,-273,18.1,18.7,17.3,17.8",14,35,0,1606200838.70544
"-273,-273,-273,-273,18.1,18.7,17.3,17.8",14,35,0,1606200857.265357
"-273,-273,-273,-273,18.1,18.7,17.3,17.8",14,35,0,1606200875.825336
"-273,-273,-273,-273,18.1,18.7,17.3,17.8",14,35,0,1606200894.38534
"-273,-273,-273,-273,18.1,18.7,17.3,17.8",14,35,0,1606200894.38534
"-273,-273,-273,-273,18.1,18.7,17.3,17.8",14,35,0,1606200894.38534
"-273,-273,-273,-273,18.1,18.7,17.3,17.8",14,35,0,1606200894.38534
"-273,-273,-273,-273,18.1,18.7,17.3,17.8",14,35,0,1606200913.025413
"-273,-273,-273,-273,18.1,18.7,17.3,17.8",0,35,0,1606200931.585086
"-273,-273,-273,-273,18.1,18.7,17.3,17.8",0,35,0,1606200950.145361
"-273,-273,-273,-273,18.1,18.7,17.3,17.8",0,35,0,1606200968.705338
"-273,-273,-273,-273,18.1,18.7,17.3,17.8",14,35,0,1606200987.265357
"-273,-273,-273,-273,18.1,18.7,17.3,17.8",14,35,0,1606201005.905396
"-273,-273,-273,-273,18.1,18.7,17.3,17.8",14,35,0,1606201024.465345
"-273,-273,-273,-273,18.1,18.7,17.3,17.8",14,35,0,1606201043.025342
"-273,-273,-273,-273,18.1,18.7,17.3,17.8",0,35,0,1606201061.585348
"-273,-273,-273,-273,18.1,18.7,17.3,17.8",14,35,0,1606201080.145409
"-273,-273,-273,-273,18.1,18.7,17.3,17.8",14,35,0,1606201098.705406
"-273,-273,-273,-273,18.1,18.7,17.3,17.8",14,35,0,1606201117.265351
"-273,-273,-273,-273,18.1,18.7,17.3,17.8",14,35,0,1606201135.82541
"-273,-273,-273,-273,18.1,18.7,17.3,17.8",14,35,0,1606201154.385426
"-273,-273,-273,-273,18.1,18.7,17.3,17.8",14,35,0,1606201172.94536
"-273,-273,-273,-273,18.1,18.7,17.3,17.8",14,35,0,1606201210.065337
"-273,-273,-273,-273,18.1,18.7,17.3,17.8",14,35,0,1606201228.625063
"-273,-273,-273,-273,18.1,18.7,17.4,17.8",14,35,0,1606201247.185366
"-273,-273,-273,-273,18.1,18.7,17.4,17.8",14,35,0,1606201265.745341
"-273,-273,-273,-273,18.1,18.7,17.4,17.8",14,35,0,1606201284.305343
"-273,-273,-273,-273,18.1,18.7,17.4,17.8",14,35,0,1606201302.865356
"-273,-273,-273,-273,18.1,18.7,17.4,17.8",14,36,0,1606201321.425348
"-273,-273,-273,-273,18.1,18.7,17.4,17.8",14,35,0,1606201339.985352
"-273,-273,-273,-273,18.1,18.7,17.4,17.8",14,35,0,1606201358.625345
"-273,-273,-273,-273,18.1,18.7,17.4,17.8",0,35,0,1606201377.185344
"-273,-273,-273,-273,18.1,18.7,17.4,17.8",14,35,0,1606201395.7454
"-273,-273,-273,-273,18.1,18.7,17.4,17.8",14,35,0,1606201432.865339
"-273,-273,-273,-273,18.1,18.7,17.4,17.8",0,35,0,1606201451.425338
"-273,-273,-273,-273,18.1,18.7,17.4,17.9",14,35,0,1606201469.985402
"-273,-273,-273,-273,18.1,18.7,17.4,17.8",14,35,0,1606201488.545343
"-273,-273,-273,-273,18.1,18.7,17.4,17.8",0,35,0,1606201507.105341
"-273,-273,-273,-273,18.1,18.7,17.4,17.9",14,35,0,1606201525.665063
"-273,-273,-273,-273,18.1,18.7,17.4,17.9",14,35,0,1606201544.465371
"-273,-273,-273,-273,18.1,18.7,17.4,17.9",0,35,0,1606201563.42535
"-273,-273,-273,-273,18.1,18.7,17.4,17.9",14,35,0,1606201582.065554
"-273,-273,-273,-273,18.1,18.7,17.4,17.9",14,35,0,1606201601.025548
"-273,-273,-273,-273,18.1,18.7,17.4,17.9",14,35,0,1606201620.385365
"-273,-273,-273,-273,18.1,18.7,17.4,17.8",0,35,0,1606201639.105419
"-273,-273,-273,-273,18.1,18.7,17.4,17.9",0,35,0,1606201657.945419
"-273,-273,-273,-273,18.1,18.7,17.4,17.8",14,35,0,1606201676.785337
"-273,-273,-273,-273,18.1,18.7,17.4,17.9",0,35,0,1606201695.345342
"-273,-273,-273,-273,18.1,18.7,17.4,17.9",0,35,0,1606201713.905337
"-273,-273,-273,-273,18.1,18.7,17.4,17.9",0,35,0,1606201732.465348
"-273,-273,-273,-273,18.1,18.7,17.4,17.9",0,35,0,1606201751.025434
"-273,-273,-273,-273,18.1,18.7,17.4,17.8",14,35,0,1606201769.585401
"-273,-273,-273,-273,18.1,18.7,17.4,17.8",14,35,0,1606201788.145347
"-273,-273,-273,-273,18.1,18.7,17.4,17.8",14,35,0,1606201806.705354
"-273,-273,-273,-273,18,18.7,17.3,17.8",14,35,0,1606201825.265356
"-273,-273,-273,-273,18.1,18.7,17.3,17.8",0,35,0,1606201843.905367
"-273,-273,-273,-273,18.1,18.6,17.3,17.8",14,35,0,1606201862.54537
"-273,-273,-273,-273,18,18.7,17.3,17.8",14,35,0,1606201881.10534
"-273,-273,-273,-273,18,18.7,17.3,17.8",14,35,0,1606201899.665333
"-273,-273,-273,-273,18,18.7,17.3,17.8",0,35,0,1606201918.225368
"-273,-273,-273,-273,18,18.7,17.3,17.8",14,35,0,1606201936.865337
"-273,-273,-273,-273,18.1,18.7,17.3,17.8",14,35,0,1606201955.425341
"-273,-273,-273,-273,18.1,18.7,17.3,17.8",14,35,0,1606201973.985404
"-273,-273,-273,-273,18.1,18.7,17.3,17.8",14,35,0,1606201992.545391
"-273,-273,-273,-273,18.1,18.7,17.3,17.8",0,35,0,1606202011.105341
"-273,-273,-273,-273,18,18.7,17.3,17.8",14,35,0,1606202029.665341
"-273,-273,-273,-273,18,18.7,17.3,17.8",14,35,0,1606202048.225474
"-273,-273,-273,-273,18.1,18.6,17.3,17.8",0,35,0,1606202066.785343
"-273,-273,-273,-273,18,18.7,17.3,17.8",14,35,0,1606202085.345347
"-273,-273,-273,-273,18,18.7,17.3,17.8",14,35,0,1606202103.905343
"-273,-273,-273,-273,18,18.7,17.3,17.8",14,35,0,1606202122.465336
"-273,-273,-273,-273,18,18.7,17.3,17.8",14,35,0,1606202141.025367
"-273,-273,-273,-273,18,18.7,17.3,17.8",14,35,0,1606202159.585346
"-273,-273,-273,-273,18,18.6,17.3,17.8",0,35,0,1606202178.145961
"-273,-273,-273,-273,18,18.7,17.3,17.8",14,35,0,1606202196.705477
"-273,-273,-273,-273,18,18.7,17.3,17.8",14,35,0,1606202215.265352
"-273,-273,-273,-273,18,18.7,17.3,17.8",14,36,0,1606202233.905342
"-273,-273,-273,-273,18,18.7,17.3,17.8",0,35,0,1606202252.54506
"-273,-273,-273,-273,18,18.7,17.3,17.8",14,35,0,1606202271.105337
"-273,-273,-273,-273,18,18.7,17.3,17.8",14,35,0,1606202289.665339
"-273,-273,-273,-273,18,18.7,17.3,17.8",0,35,0,1606202308.225322
"-273,-273,-273,-273,18,18.7,17.3,17.8",14,35,0,1606202326.94534
"-273,-273,-273,-273,18,18.7,17.3,17.8",14,35,0,1606202345.585337
"-273,-273,-273,-273,18,18.7,17.3,17.8",14,35,0,1606202364.145351
"-273,-273,-273,-273,18,18.7,17.3,17.8",15,34,0,1606202382.705358
"-273,-273,-273,-273,18,18.7,17.3,17.8",14,35,0,1606202401.265348
"-273,-273,-273,-273,18,18.7,17.4,17.8",14,35,0,1606202419.825348
"-273,-273,-273,-273,18,18.7,17.4,17.8",14,35,0,1606202438.38535
"-273,-273,-273,-273,18,18.7,17.4,17.8",14,35,0,1606202456.945347
"-273,-273,-273,-273,18,18.7,17.4,17.8",14,35,0,1606202475.505339
"-273,-273,-273,-273,18,18.7,17.4,17.8",0,35,0,1606202494.065343
"-273,-273,-273,-273,18,18.7,17.4,17.9",14,35,0,1606202512.785354
"-273,-273,-273,-273,18,18.7,17.4,17.9",14,35,0,1606202532.225652
"-273,-273,-273,-273,18,18.7,17.4,17.8",14,35,0,1606202550.785354
"-273,-273,-273,-273,18,18.7,17.4,17.9",14,35,0,1606202569.505395
"-273,-273,-273,-273,18,18.7,17.4,17.9",14,35,0,1606202588.305343
"-273,-273,-273,-273,18,18.7,17.4,17.8",14,35,0,1606202607.425307
"-273,-273,-273,-273,18,18.7,17.4,17.9",0,35,0,1606202626.065338
"-273,-273,-273,-273,18,18.7,17.4,17.9",14,35,0,1606202644.865341
"-273,-273,-273,-273,18,18.7,17.4,17.9",14,35,0,1606202663.505344
"-273,-273,-273,-273,18,18.7,17.4,17.9",0,35,0,1606202682.065339
"-273,-273,-273,-273,18,18.7,17.4,17.9",14,35,0,1606202700.625313
"-273,-273,-273,-273,18,18.7,17.4,17.9",14,35,0,1606202719.185349
"-273,-273,-273,-273,18,18.7,17.4,17.9",14,35,0,1606202737.745406
"-273,-273,-273,-273,18,18.7,17.4,17.9",0,35,0,1606202756.305342
"-273,-273,-273,-273,18,18.6,17.4,17.9",14,35,0,1606202774.865055
"-273,-273,-273,-273,18,18.7,17.4,17.9",14,36,0,1606202793.425343
"-273,-273,-273,-273,18,18.7,17.4,17.9",14,35,0,1606202811.985344
"-273,-273,-273,-273,18,18.6,17.4,17.9",14,35,0,1606202830.545331
"-273,-273,-273,-273,18,18.7,17.4,17.8",14,35,0,1606202849.105403
"-273,-273,-273,-273,18,18.6,17.4,17.8",14,35,0,1606202867.665351
"-273,-273,-273,-273,18,18.6,17.3,17.8",14,35,0,1606202886.225348
"-273,-273,-273,-273,18,18.6,17.3,17.8",0,35,0,1606202904.785355
"-273,-273,-273,-273,18,18.6,17.3,17.8",14,35,0,1606202923.345361
"-273,-273,-273,-273,18,18.6,17.3,17.8",14,35,0,1606202941.90535
"-273,-273,-273,-273,18,18.6,17.3,17.8",14,35,0,1606202960.465338
"-273,-273,-273,-273,18,18.6,17.3,17.8",14,35,0,1606202979.025335
"-273,-273,-273,-273,18,18.6,17.3,17.8",14,35,0,1606202997.585392
"-273,-273,-273,-273,18,18.6,17.3,17.8",14,35,0,1606203016.145357
"-273,-273,-273,-273,18,18.6,17.3,17.8",14,35,0,1606203034.705462
"-273,-273,-273,-273,18,18.6,17.3,17.8",14,35,0,1606203053.265417
"-273,-273,-273,-273,18,18.6,17.3,17.8",14,35,0,1606203071.825135
"-273,-273,-273,-273,18,18.6,17.3,17.8",14,35,0,1606203090.385357
"-273,-273,-273,-273,18,18.6,17.3,17.8",14,35,0,1606203108.945346
"-273,-273,-273,-273,18,18.6,17.3,17.8",14,35,0,1606203127.505417
"-273,-273,-273,-273,18,18.6,17.3,17.8",14,35,0,1606203146.145363
"-273,-273,-273,-273,18,18.6,17.3,17.8",14,35,0,1606203164.865425
"-273,-273,-273,-273,18,18.6,17.3,17.8",14,35,0,1606203201.985339
"-273,-273,-273,-273,18,18.6,17.3,17.8",0,35,0,1606203220.545358
"-273,-273,-273,-273,18,18.6,17.3,17.8",14,35,0,1606203239.105399
"-273,-273,-273,-273,18,18.6,17.3,17.8",14,35,0,1606203257.665359
"-273,-273,-273,-273,18,18.6,17.3,17.8",14,35,0,1606203276.225336
"-273,-273,-273,-273,18,18.6,17.3,17.8",14,35,0,1606203294.785362
"-273,-273,-273,-273,18,18.6,17.3,17.8",0,35,0,1606203313.345355
"-273,-273,-273,-273,18,18.6,17.2,17.8",14,35,0,1606203331.905414
"-273,-273,-273,-273,17.9,18.6,17.2,17.8",14,35,0,1606203350.465581
"-273,-273,-273,-273,17.9,18.6,17.2,17.8",14,35,0,1606203369.025351
"-273,-273,-273,-273,17.9,18.6,17.2,17.8",0,35,0,1606203387.585345
"-273,-273,-273,-273,18,18.6,17.2,17.8",0,35,0,1606203406.145338
"-273,-273,-273,-273,17.9,18.6,17.2,17.8",0,35,0,1606203424.705354
"-273,-273,-273,-273,17.9,18.6,17.3,17.8",0,35,0,1606203443.265346
"-273,-273,-273,-273,17.9,18.6,17.3,17.8",14,35,0,1606203461.825336
"-273,-273,-273,-273,17.9,18.6,17.3,17.8",14,35,0,1606203480.385339
"-273,-273,-273,-273,18,18.6,17.3,17.8",14,35,0,1606203498.945345
"-273,-273,-273,-273,17.9,18.6,17.3,17.8",14,35,0,1606203517.505364
"-273,-273,-273,-273,17.9,18.6,17.3,17.8",14,35,0,1606203536.06534
"-273,-273,-273,-273,17.9,18.6,17.3,17.8",14,35,0,1606203554.625338
"-273,-273,-273,-273,18,18.6,17.3,17.8",14,35,0,1606203573.1854
"-273,-273,-273,-273,17.9,18.6,17.3,17.8",14,35,0,1606203591.745348
"-273,-273,-273,-273,17.9,18.6,17.3,17.8",0,35,0,1606203610.305356
"-273,-273,-273,-273,17.9,18.6,17.3,17.8",14,35,0,1606203628.865339
"-273,-273,-273,-273,18,18.6,17.3,17.8",14,35,0,1606203647.426099
"-273,-273,-273,-273,18,18.6,17.3,17.8",14,35,0,1606203665.985342
"-273,-273,-273,-273,18,18.6,17.3,17.8",0,35,0,1606203684.545351
"-273,-273,-273,-273,18,18.6,17.3,17.8",14,35,0,1606203703.105594
"-273,-273,-273,-273,17.9,18.6,17.3,17.8",0,35,0,1606203721.66572
"-273,-273,-273,-273,17.9,18.6,17.3,17.8",14,35,0,1606203740.225568
"-273,-273,-273,-273,18,18.6,17.3,17.8",14,35,0,1606203758.785359
"-273,-273,-273,-273,17.9,18.6,17.3,17.8",14,35,0,1606203777.345366
"-273,-273,-273,-273,17.9,18.6,17.3,17.8",14,35,0,1606203814.465363
"-273,-273,-273,-273,18,18.6,17.2,17.8",0,35,0,1606203833.025342
"-273,-273,-273,-273,17.9,18.6,17.3,17.8",14,35,0,1606203851.585346
"-273,-273,-273,-273,17.9,18.6,17.2,17.8",0,35,0,1606203870.145666
"-273,-273,-273,-273,17.9,18.6,17.2,17.8",14,35,0,1606203888.705354
"-273,-273,-273,-273,17.9,18.6,17.2,17.8",0,35,0,1606203907.265361
"-273,-273,-273,-273,17.9,18.6,17.2,17.8",14,35,0,1606203925.825423
"-273,-273,-273,-273,17.9,18.6,17.2,17.8",14,35,0,1606203944.385352
"-273,-273,-273,-273,17.9,18.6,17.2,17.8",14,35,0,1606203963.025341
"-273,-273,-273,-273,17.9,18.6,17.2,17.8",0,35,0,1606203981.825352
"-273,-273,-273,-273,17.9,18.6,17.2,17.8",14,35,0,1606204000.705345
